#{"t_start": 1650950673.583027, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
230,162,397.906568
1310,860,400.504364
233,162,401.053894
240,130,401.468911
233,160,402.009719
2306,2182,409.051617
1308,1042,412.743064
238,148,413.324189
235,156,413.788085
604,612,416.213189
627,426,417.56676
231,160,418.174321
231,160,418.64074
612,366,419.689284
223,174,420.222844
229,168,420.618755
621,444,422.15753
232,162,422.627302
231,160,422.993324
715,522,424.855342
229,168,425.34298
1031,809,428.0252
804,784,430.251657
811,656,432.350166
231,160,432.82581
626,406,434.188921
230,164,434.770857
1302,856,437.567981
757,776,440.432366
220,182,441.06667
1044,773,443.796365
231,160,444.233196
1300,1152,448.376295
807,720,450.850658
1036,908,453.722668
229,186,454.395374
615,438,455.944003
1310,882,459.409093
757,686,461.679045
605,462,463.392055
1036,662,465.37819
1325,966,468.793759
624,436,470.103767
609,466,471.636296
618,420,472.873947
1033,997,476.117731
233,162,476.614233
230,162,477.10891
223,174,477.652456
711,570,479.581901
1404,1096,482.918579
224,160,483.568365
1025,1154,487.231415
1310,1030,490.450316
231,162,491.009786
629,446,492.483581
753,568,494.515428
232,164,495.111314
230,164,495.703797
232,156,496.137577
221,180,496.880589
1042,804,499.672421
231,160,500.253461
231,164,500.924924
1031,782,503.651675
241,130,503.998173
231,164,504.604541
721,638,506.918259
608,450,508.480579
663,8018,537.243133
593,462,538.742613
223,176,539.272701
611,424,540.528121
1129,830,543.238499
231,160,543.911183
230,162,544.412569
235,160,544.905251
235,156,545.394939
233,164,545.786599
230,160,546.295713
224,172,546.838021
236,156,547.493278
612,472,548.827061
225,170,549.422467
606,446,550.970094
1036,722,553.321338
230,162,553.841946
1306,1098,557.513124
615,436,559.067197
1306,990,562.686773
1530,1244,567.059937
1029,1012,570.396894
620,416,571.841703
623,436,573.143949
806,750,575.888976
1118,898,578.724075
1396,1178,582.492566
1544,1094,586.166342
600,436,587.437636
730,550,589.047503
1308,913,592.434462
230,160,593.038849
1054,553,595.04077
664,8019,622.801419
1034,728,625.18492
237,154,625.692729
619,414,626.922812
1311,950,629.940376
231,160,630.65646
728,522,632.121352
611,420,633.561228
229,160,633.937221
1126,1002,637.097108
588,450,638.708404
807,702,641.535725
1300,904,644.58923
230,160,644.970212
231,166,645.476368
617,402,646.685124
605,440,648.032053
1036,913,651.287446
232,162,651.803382
787,784,654.29909
627,406,655.794614
584,494,657.482286
715,568,659.62185
1410,998,663.009771
233,162,663.594644
1035,848,666.513156
232,158,667.090547
1025,916,670.303413
1302,1045,674.019326
601,454,675.497639
807,736,677.837051
710,694,679.862568
712,882,682.842348
240,146,683.207949
1033,841,686.173655
1025,850,688.931259
614,432,690.154602
634,664,692.308756
1326,1042,696.084272
1305,982,699.265436
600,482,700.717154
1031,908,703.775326
599,470,705.202261
224,172,705.834354
636,626,707.937011
767,678,710.038499
624,430,711.356422
1039,857,714.355603
1036,917,717.389313
1034,958,720.771711
1032,971,723.892786
1044,762,726.28471
611,470,727.77722
246,134,728.279514
233,162,728.857469
232,162,729.283637
603,428,730.932418
634,668,733.106515
602,418,734.503038
222,172,735.100949
1127,878,738.166358
1018,977,741.43527
732,576,743.391031
235,158,744.028842
708,662,746.165096
630,356,747.401243
230,164,747.963888
1117,1186,752.012305
1141,746,754.553156
1306,970,757.77589
611,324,758.922114
810,678,761.106383
768,790,763.758838
1042,794,766.539639
717,482,768.269442
230,162,768.837758
1035,931,771.968794
605,412,773.332658
1138,718,775.819971
239,150,776.368829
1038,893,779.418827
1044,710,781.889497
245,140,782.250533
1335,780,785.115613
621,354,786.351233
232,160,786.917157
235,150,787.475843
625,372,788.587112
1047,713,791.054975
612,402,792.461181
713,634,794.321629
239,150,794.943074
237,148,795.398215
225,170,795.93289
1348,735,798.516675
1140,784,801.109636
618,404,802.442111
634,354,803.646161
807,728,806.228276
814,584,808.296836
1309,902,811.248778
230,160,811.894768
633,352,813.141328
731,396,814.47598
1309,1000,817.85095
801,846,820.752132
1315,922,823.92508
733,396,825.09507
1039,656,827.475608
1045,759,830.040649
621,318,830.993454
229,160,831.48407
1311,817,834.213832
1045,743,836.709087
1315,725,839.086116
1134,732,841.580793
715,542,843.414203
2336,1549,848.70233
232,156,849.11072
238,146,849.64213
597,386,850.941868
247,136,851.457211
626,378,852.810077
1316,872,855.71203
239,150,856.253227
606,398,857.608617
1048,474,859.193065
748,534,861.03426
636,638,863.155891
245,138,863.659014
615,352,864.734489
246,136,865.243347
236,152,865.860235
1318,670,868.381344
1314,784,871.002716
237,150,871.547675
239,130,872.033478
1431,716,874.438991
633,356,875.653946
1035,756,878.228455
611,264,879.065925
616,350,880.359487
817,522,882.039973
609,254,883.011256
244,126,883.348766
617,388,884.682082
630,346,885.908692
634,320,887.116807
1845,1156,890.891323
235,154,891.442437
245,120,891.91436
1421,758,894.566458
240,138,894.917731
239,128,895.405613
750,498,897.00577
636,396,898.336805
599,406,899.682523
229,160,900.316614
640,328,901.473432
737,598,903.466748
1408,1096,907.346637
622,352,908.538616
1421,642,910.650644
227,162,911.229363
749,686,913.71731
815,574,915.517473
671,8010,941.791671
232,166,942.215537
651,334,943.376448
1020,1004,946.83428
622,302,947.901372
1551,989,951.326529
1682,1138,955.188625
651,320,956.374702
627,380,957.653962
1310,893,960.593499
1320,637,962.699282
245,138,963.209422
244,118,963.660524
606,400,965.149236
617,266,965.99329
618,362,967.310556
623,346,968.511272
629,368,969.653613
232,152,970.212062
637,340,971.392879
1315,725,973.961541
616,294,974.871421
1033,779,977.305756
1030,732,979.75668
1039,809,982.507861
239,146,982.894134
242,124,983.362879
244,142,983.874022
1044,548,985.714168
628,322,986.737623
1065,530,988.6353
244,132,988.973418
613,282,989.999355
621,340,991.169769
626,394,992.483288
1041,654,994.719253
1055,525,996.377006
245,138,996.886997
248,116,997.335825
229,142,997.70394
242,126,998.20368
632,314,999.334911
817,536,1001.099544
1015,1124,1004.950155
614,356,1006.180654
248,126,1006.51041
238,148,1007.04701
245,120,1007.581652
245,126,1007.905691
231,152,1008.453387
245,130,1008.950206
245,120,1009.265362
1029,904,1012.359514
236,136,1012.85928
817,532,1014.630866
1063,655,1016.915768
1332,864,1019.761792
609,384,1021.139255
237,134,1021.497298
1048,644,1023.796895
604,280,1024.671472
3016,2109,1031.862623
233,162,1032.293467
616,274,1033.313391
620,412,1034.776343
1317,713,1037.104937
653,288,1038.184532
632,330,1039.350684
620,378,1040.483166
1569,944,1043.756159
1321,768,1046.326382
1036,872,1049.256544
634,392,1050.582537
627,314,1051.701786
1135,810,1054.377425
1318,678,1056.74494
248,134,1057.274647
1561,990,1060.483218
1031,836,1062.989067
1397,1082,1066.331987
819,480,1067.772467
628,368,1068.876731
1039,812,1071.390185
235,150,1071.992545
251,116,1072.270414
615,380,1073.386978
236,134,1073.874992
246,126,1074.339748
599,398,1075.655956
1679,934,1078.254679
632,308,1079.366285
1321,806,1081.974975
758,656,1083.860905
1056,726,1086.323454
1046,696,1088.554089
637,336,1089.525489
251,112,1089.778129
1571,876,1092.658994
652,316,1093.639353
248,108,1093.987421
615,380,1095.052302
243,124,1095.33866
619,300,1096.451442
232,128,1097.009999
229,148,1097.351107
622,350,1098.348875
621,358,1099.614303
626,338,1100.762098
245,122,1101.04286
614,260,1101.745961
1325,697,1103.833027
247,116,1104.22341
639,576,1106.21314
636,354,1107.574972
234,138,1108.001853
1039,684,1110.254486
249,114,1110.620692
239,120,1111.001673
625,286,1111.827931
252,106,1112.197112
1340,807,1114.79445
243,128,1115.086668
1046,497,1116.575124
652,302,1117.396164
616,302,1118.555969
1316,769,1120.742732
639,304,1121.716327
252,106,1122.217632
767,622,1124.159951
1344,625,1126.393601
613,384,1127.553311
248,118,1127.82806
236,134,1128.259905
1044,729,1131.011651
1041,616,1133.051353
607,342,1134.28675
780,570,1135.863761
1411,768,1138.350096
640,302,1139.305804
650,342,1140.366507
1311,832,1143.077183
1328,655,1145.184837
240,118,1145.598247
1145,766,1148.034007
1332,894,1150.799577
636,290,1151.614669
1041,611,1153.739624
235,136,1154.177648
651,320,1155.209031
618,248,1155.916699
249,124,1156.559111
1038,655,1158.552315
248,112,1158.83755
249,114,1159.378233
1045,687,1161.359935
629,288,1162.65341
651,320,1163.802628
621,284,1164.844141
636,348,1166.055789
1049,656,1168.205463
594,454,1169.669842
1695,754,1172.315412
1343,700,1174.571552
1675,1166,1179.548379
1329,725,1182.06324
243,114,1182.370922
243,132,1182.866627
1056,498,1184.687629
1317,734,1187.104358
811,646,1189.388115
247,112,1189.683513
234,132,1190.136303
606,302,1190.975853
232,128,1191.476293
632,310,1192.821551
1048,458,1194.315637
1047,682,1196.581813
630,308,1197.702929
1035,735,1200.143057
234,126,1200.632024
243,126,1201.114715
1047,675,1203.329288
600,414,1204.707578
627,324,1205.922216
250,106,1206.208745
1054,530,1208.032817
755,592,1210.032181
633,332,1211.027373
610,378,1212.366223
248,118,1212.647976
607,370,1213.739201
247,120,1214.133148
236,134,1214.451958
247,110,1214.850773
1050,654,1217.02144
251,112,1217.452715
1147,820,1220.230093
1430,796,1222.883146
1047,541,1224.593324
604,372,1226.132728
608,232,1226.877075
231,134,1227.374556
1066,631,1229.479
621,310,1230.603834
1150,566,1232.587211
248,120,1232.910562
1319,668,1235.266167
637,602,1237.285168
2351,1245,1241.510011
241,130,1242.153175
630,340,1243.539145
1680,1044,1247.172533
740,502,1248.564495
617,330,1249.68314
1036,718,1251.70575
634,344,1252.843035
608,388,1254.244458
1145,654,1256.272759
652,310,1257.2897
1571,768,1259.889764
732,462,1261.282732
1424,778,1264.084345
627,280,1264.851233
603,384,1266.035146
814,580,1268.016399
240,122,1268.40568
1047,662,1270.444194
1333,758,1272.865822
1044,591,1274.91144
624,400,1276.074737
244,112,1276.335545
246,108,1276.709544
629,392,1277.975752
604,292,1279.310008
618,360,1280.733721
245,108,1281.174206
624,286,1282.06471
611,404,1283.430227
1050,619,1285.544394
249,108,1285.978232
1045,530,1287.660004
1142,610,1289.69522
610,270,1290.704166
1409,740,1293.319931
605,398,1294.670263
1054,507,1296.286752
1329,605,1298.304495
628,318,1299.514055
248,122,1299.847561
1046,691,1302.254681
622,396,1303.580033
1050,615,1305.703542
245,112,1305.986294
1055,489,1307.723699
597,368,1309.010381
1318,806,1311.721743
246,118,1312.035684
618,334,1313.30169
232,128,1313.78815
1055,484,1315.328611
635,296,1316.408239
811,642,1318.513281
653,296,1319.506395
1155,594,1321.496454
731,572,1323.456094
248,120,1323.911908
1036,893,1326.925221
249,110,1327.367541
3020,2028,1334.226671
249,108,1334.504564
793,680,1336.886755
1044,729,1339.283749
1056,519,1341.151912
1035,910,1344.255141
1070,543,1346.020918
603,390,1347.435844
1053,559,1349.396369
1315,726,1351.736573
622,322,1352.74788
235,134,1353.354443
1304,961,1356.61487
1687,976,1359.691755
250,106,1360.016788
1033,818,1362.576416
1554,1000,1365.67654
1052,577,1367.658705
634,340,1368.66731
625,364,1369.788848
814,588,1371.770597
238,126,1372.075958
649,374,1373.355719
737,292,1374.234026
640,552,1376.034751
1152,592,1377.686266
1417,920,1381.40947
606,346,1382.409679
252,106,1382.663001
629,350,1383.808403
605,350,1384.819699
1316,733,1387.589126
1686,830,1389.925963
626,296,1390.73354
252,106,1391.119076
252,106,1391.370326
1690,892,1394.506623
249,112,1394.767924
249,108,1395.153892
653,298,1396.011738
1339,611,1397.899767
652,304,1399.076007
637,298,1400.02425
626,260,1400.845871
1317,700,1402.855933
1039,672,1405.299708
1046,463,1406.582714
1420,918,1409.5152
1684,922,1412.634214
728,504,1414.093258
245,110,1414.348575
1912,832,1416.870557
613,264,1417.820186
590,384,1419.086106
243,120,1419.393284
1327,731,1421.947163
620,266,1422.782116
1432,692,1425.282706
1685,940,1428.306066
1049,620,1430.280734
1543,1010,1433.596408
248,110,1433.980875
1843,1024,1437.206775
1028,1038,1440.375579
1433,678,1442.580153
1317,1261,1446.473472
1049,494,1448.049938
1128,980,1450.981336
1316,719,1453.2486
613,236,1453.90285
244,112,1454.280838
1044,529,1456.510331
1053,541,1458.315258
616,244,1459.080223
628,354,1460.305998
1150,756,1462.93226
608,368,1464.244923
245,122,1464.564069
624,342,1465.727716
613,380,1466.995752
815,566,1468.882326
1839,1086,1472.458398
1044,619,1474.301629
1426,782,1476.816752
245,112,1477.257545
632,308,1478.184979
1412,1032,1481.6906
718,502,1483.336307
1316,1113,1487.070978
1842,1298,1491.583371
716,478,1493.25335
653,290,1494.132077
253,116,1494.5719
1054,530,1496.291398
604,364,1497.519711
248,116,1497.96851
1043,615,1499.997411
1400,1046,1503.53649
1029,806,1506.2258
249,118,1506.683577
609,230,1507.435309
1152,688,1509.781207
1161,566,1511.561248
1137,732,1513.88561
1324,747,1516.553628
650,344,1517.47217
1053,555,1519.672282
636,298,1520.98861
620,336,1521.923757
251,114,1522.342752
1319,662,1524.654763
233,128,1525.196388
1335,585,1527.01496
1319,657,1528.870169
243,120,1529.442636
252,106,1529.69382
623,344,1530.71235
252,106,1530.960686
236,130,1531.416927
248,108,1531.823852
618,326,1532.788235
1320,649,1535.161188
1037,677,1537.646372
1315,732,1540.06444
1433,790,1542.494986
1149,678,1545.50569
246,108,1545.764001
611,246,1546.782605
1049,472,1548.221632
1324,818,1550.806823
1042,740,1553.19723
1030,801,1555.773264
236,134,1556.328136
1063,643,1558.252916
252,106,1558.503339
1050,602,1560.1993
745,566,1562.057231
233,130,1562.641779
653,298,1563.552117
1056,498,1565.263552
750,726,1567.895367
1835,1050,1571.289674
608,278,1572.15189
620,340,1573.336312
619,318,1574.298006
1328,906,1577.358972
636,298,1578.222852
239,124,1578.631911
1701,718,1580.883995
1316,735,1583.30645
246,108,1583.852852
234,128,1584.338154
1043,581,1585.984445
1570,896,1588.64127
615,340,1589.634404
235,124,1589.920961
1153,606,1591.70971
617,348,1592.831963
1396,1024,1595.896773
810,664,1597.836078
246,108,1598.204092
619,356,1599.394605
613,282,1600.169041
1151,702,1602.36183
1042,742,1604.459335
230,134,1604.874777
623,322,1605.829035
609,254,1606.607181
636,322,1607.610902
631,280,1608.406446
1149,522,1610.097672
718,594,1611.85229
1056,498,1613.346678
654,274,1614.315461
1332,545,1615.838747
1042,597,1617.608586
247,110,1618.097279
243,122,1618.385536
247,116,1618.842011
641,534,1620.536355
612,262,1621.273055
1166,828,1623.816123
816,558,1625.656027
653,290,1626.463476
1327,1026,1629.550627
1916,976,1632.445351
252,106,1632.86384
1534,1448,1637.26287
622,254,1638.22324
1336,776,1640.646008
605,254,1641.540347
739,520,1643.049142
235,124,1643.535537
249,108,1643.801348
653,290,1644.735308
234,134,1645.2155
611,322,1646.166111
614,296,1647.242232
1322,800,1649.945766
609,230,1650.692718
620,274,1651.571378
754,524,1653.54299
628,300,1654.778065
653,294,1655.854569
252,106,1656.107695
249,108,1656.470491
592,374,1658.305305
1331,795,1660.74506
1320,1201,1664.988352
815,564,1666.803086
238,126,1667.126221
1035,727,1669.829332
636,336,1671.014203
248,114,1671.308455
815,568,1673.151054
617,334,1674.464836
1702,788,1678.038886
1062,595,1680.479739
1039,805,1683.265474
244,120,1683.616361
236,128,1684.093379
1067,531,1685.95192
1057,457,1687.490848
242,116,1687.792069
1056,482,1689.508831
815,560,1691.091382
777,722,1693.443044
622,312,1694.374722
233,128,1694.682897
628,306,1695.629991
246,112,1695.98828
1041,651,1698.140958
635,294,1699.098482
1034,759,1701.672667
246,108,1702.033671
252,106,1702.314918
249,108,1702.7367
739,602,1704.597216
651,320,1705.98121
612,288,1707.021928
638,316,1707.974759
1040,585,1709.838515
233,128,1710.355805
604,376,1711.64977
628,318,1712.799923
1325,666,1715.117086
252,106,1715.382379
622,334,1716.476057
247,108,1716.736646
248,108,1717.136151
653,294,1718.274177
639,354,1719.303171
250,108,1719.718061
1347,576,1721.670054
1314,975,1724.954278
1328,621,1727.087291
631,308,1728.057208
1066,574,1729.96899
1328,610,1732.011108
1577,706,1734.559923
1317,718,1737.180971
240,118,1737.639251
774,648,1739.831113
733,424,1741.232564
622,284,1742.26038
252,106,1742.535643
1326,706,1744.965307
246,122,1745.283291
235,128,1745.783936
612,232,1746.601787
612,264,1747.591124
619,398,1748.929797
625,308,1749.876863
246,110,1750.309705
631,304,1751.263639
235,130,1751.752331
634,324,1752.721991
248,108,1753.229633
1306,904,1756.163398
1049,596,1758.161712
1325,682,1760.581265
639,570,1762.506117
1338,703,1764.771002
1313,784,1767.494977
1321,628,1769.967552
621,328,1771.112842
742,498,1772.744507
252,106,1773.170951
252,106,1773.679595
609,334,1774.720996
1043,614,1776.775551
252,106,1777.205626
1705,706,1779.504491
252,106,1779.946082
1044,567,1781.981965
631,332,1782.998619
1131,1042,1786.647987
1574,812,1789.418076
1304,974,1792.733261
807,736,1795.215498
245,108,1795.642865
1308,896,1798.62859
621,292,1799.69548
1039,833,1802.567105
250,108,1802.850854
1058,448,1804.476515
248,114,1804.79635
634,328,1805.985999
1043,587,1808.05709
609,270,1808.918418
721,692,1811.32282
730,552,1813.062712
1041,677,1815.499068
1432,782,1818.178776
1333,649,1820.339619
1867,880,1823.430721
1051,572,1825.386839
732,384,1826.707587
253,116,1827.165642
619,350,1828.480311
1418,874,1831.366988
613,244,1832.158998
252,106,1832.602811
1568,850,1835.48167
244,120,1835.95127
599,382,1837.094888
1324,567,1839.034993
2345,1405,1843.948525
243,120,1844.420385
641,532,1846.280797
812,632,1848.393478
630,306,1849.409187
621,294,1850.470646
778,536,1852.160683
245,110,1852.605863
1585,666,1854.868426
1330,765,1857.708287
252,106,1858.152606
1024,995,1861.616772
813,602,1863.77817
1050,611,1865.835998
653,296,1866.765446
639,570,1868.736501
616,306,1869.914149
1341,579,1871.911223
631,332,1872.94065
613,370,1874.169396
638,330,1875.250484
1030,857,1877.894887
601,282,1878.869533
1850,1018,1881.991249
620,278,1882.872964
248,118,1883.453476
242,114,1883.724755
653,288,1884.661371
1044,712,1887.218275
1047,525,1889.016666
248,108,1889.279012
600,362,1890.456981
739,694,1893.162698
246,120,1893.495777
634,310,1894.639248
653,280,1895.49122
244,118,1895.902081
1156,698,1898.060305
1689,750,1900.558641
612,348,1901.606078
653,290,1902.446555
639,570,1904.509352
722,550,1906.146659
234,126,1906.575022
232,130,1906.887187
1035,912,1909.927838
1311,824,1912.552771
627,338,1913.598535
1323,737,1915.837643
1041,625,1917.813075
629,352,1918.894862
1064,570,1920.790307
248,114,1921.171288
235,124,1921.466504
1038,696,1924.23401
1335,825,1927.145804
252,106,1927.399129
795,564,1929.149599
617,284,1930.086081
632,344,1931.055172
1314,742,1933.554738
808,704,1935.895966
1048,511,1937.727663
1315,728,1940.232384
1049,601,1942.303458
1150,730,1944.666974
816,548,1946.58673
816,556,1948.483841
610,330,1949.721548
1931,1024,1953.141892
234,126,1953.467673
1308,880,1956.606148
1052,570,1958.554242
1146,764,1960.853607
1027,857,1963.712029
245,114,1963.983303
234,130,1964.408857
628,308,1965.384538
1345,632,1967.458813
622,276,1968.225765
652,302,1969.242039
1158,520,1971.004308
605,360,1972.24613
1850,940,1975.533035
612,248,1976.320383
235,124,1976.80049
608,344,1977.823501
2344,1390,1982.647191
1339,781,1985.269075
1322,741,1987.797784
248,108,1988.080033
249,110,1988.519423
615,260,1989.469893
620,280,1990.51041
249,108,1990.788666
249,108,1991.223534
610,350,1992.425127
2351,1252,1996.648755
1313,767,1999.236792
1071,466,2000.753999
1342,612,2002.874271
650,342,2004.069535
1405,1054,2007.622978
252,106,2008.055864
631,326,2009.059099
249,108,2009.512655
615,268,2010.274242
235,124,2010.756139
1341,810,2013.279759
1331,577,2015.033012
248,108,2015.293315
1049,621,2017.350639
652,300,2018.285358
247,116,2018.571103
620,318,2019.589091
249,110,2019.977118
1045,710,2022.458302
609,350,2023.731061
1345,747,2025.975838
618,286,2026.779484
1694,822,2029.469903
1058,673,2031.74486
235,130,2032.054883
1044,723,2034.251909
1921,1070,2037.644859
1041,779,2039.981818
636,306,2041.122812
1035,901,2044.13418
1138,770,2046.764888
652,302,2047.959814
610,278,2049.087644
247,110,2049.529595
238,126,2049.864756
1056,494,2051.618661
1054,519,2053.280291
818,512,2055.153758
1688,886,2058.05819
1922,900,2061.19082
233,128,2061.524941
1045,690,2063.992576
1035,770,2066.648609
1045,492,2068.23247
1834,1220,2072.402311
618,278,2073.439847
651,326,2074.457306
1317,729,2077.200147
597,348,2078.426628
243,112,2078.717852
246,108,2079.157872
1342,818,2081.923454
243,124,2082.469765
619,292,2083.384204
246,112,2083.824179
1576,646,2085.972567
631,278,2086.874298
1543,1164,2090.883748
1041,626,2092.972679
1574,774,2095.616321
248,108,2096.113642
1045,503,2097.760398
1436,614,2099.824518
1426,846,2102.657225
1355,599,2104.749628
249,108,2105.189452
652,310,2106.327246
1328,716,2108.67064
639,572,2110.730082
1057,711,2113.209966
253,116,2113.519105
648,390,2114.837772
1342,674,2117.100891
652,302,2118.055404
625,326,2119.289611
246,118,2119.573732
1324,934,2122.408419
1046,505,2123.958473
1326,801,2126.485464
246,108,2126.87907
651,320,2127.918329
814,592,2129.957168
1333,807,2132.578521
244,112,2132.844812
638,588,2134.571759
1430,598,2136.596371
250,110,2137.037333
1690,764,2139.478173
248,108,2139.910027
614,362,2141.165106
615,236,2141.952592
234,130,2142.511602
637,292,2143.431657
1047,711,2145.882468
1039,655,2148.073228
816,556,2150.050524
607,230,2150.836313
818,514,2152.512734
818,516,2154.233018
806,756,2156.721585
816,540,2158.507245
1416,898,2161.358515
1047,460,2162.76812
635,324,2164.013187
629,300,2164.829744
1332,678,2167.051794
247,116,2167.335037
608,296,2168.333804
1316,1015,2171.790257
1412,904,2174.861305
630,290,2175.823134
1026,1098,2179.424215
604,372,2180.693473
609,264,2181.680683
250,108,2181.95826
1054,520,2183.917247
1326,572,2185.843092
251,112,2186.134336
252,106,2186.574159
815,564,2188.52636
238,126,2188.857297
250,110,2189.367943
1337,530,2191.095502
235,134,2191.599286
620,342,2192.801012
1337,777,2195.460335
1043,636,2197.677994
248,108,2197.961742
1421,890,2201.082575
252,106,2201.362826
252,106,2201.794863
741,518,2203.682242
608,376,2204.837085
629,296,2205.899808
1038,685,2208.129143
594,382,2209.293238
625,268,2210.267445
1030,810,2213.105675
818,518,2214.723238
651,338,2215.923389
613,258,2216.83462
639,578,2218.85537
1414,822,2221.675175
252,106,2222.116853
1053,531,2224.089303
1045,521,2225.875906
252,106,2226.31723
624,306,2227.292924
1328,771,2229.943981
1557,894,2233.123132
1328,842,2236.000544
610,408,2237.465686
628,332,2238.502412
1051,599,2240.804229
611,238,2241.688985
630,296,2242.519338
719,480,2244.087897
1705,826,2246.935187
653,298,2247.789077
248,120,2248.207478
1158,572,2250.395875
232,136,2250.754914
243,112,2251.28201
1350,611,2253.373728
245,110,2253.819536
609,262,2254.670893
614,330,2255.812018
651,322,2256.845034
246,112,2257.269909
1034,721,2259.488676
630,292,2260.419835
1057,728,2262.721217
634,332,2263.806372
636,314,2265.094199
1330,596,2266.872487
1042,774,2269.715334
252,106,2270.033482
790,516,2272.155824
236,126,2272.477471
1323,587,2274.555273
1321,1012,2277.814307
246,110,2278.59552
248,108,2278.945587
614,250,2279.899865
608,250,2280.723928
1049,473,2282.400914
1310,832,2284.943201
607,256,2286.009948
732,420,2287.317211
242,116,2287.58649
607,532,2289.276345
1046,493,2290.811629
609,302,2291.947109
1847,864,2294.391095
637,580,2296.117336
723,434,2297.608824
635,290,2298.617421
252,106,2298.881711
1578,678,2301.098276
1584,780,2303.581089
1049,629,2305.454832
635,306,2306.333554
1324,681,2308.713519
629,320,2309.637276
1924,1010,2313.480992
248,108,2313.759248
237,126,2314.33371
811,658,2316.515143
1326,727,2319.245262
611,236,2320.044051
252,106,2320.370257
652,304,2321.380973
650,348,2322.470251
1416,744,2325.013854
627,348,2326.127942
651,324,2327.207039
1324,977,2330.535759
233,134,2330.899784
814,586,2333.026494
603,260,2334.289097
252,106,2334.596415
634,348,2336.151651
231,144,2336.777976
235,130,2337.089171
609,250,2337.880235
613,248,2339.049548
1912,1108,2342.226362
1050,600,2344.139884
1842,886,2347.123668
613,284,2347.870204
237,128,2348.287267
251,106,2348.528613
251,112,2348.895057
1321,807,2351.371028
731,554,2353.285423
610,230,2353.91011
1430,710,2355.908313
245,108,2356.300629
653,268,2357.167492
738,564,2359.002971
1045,719,2361.43473
632,328,2362.283494
1346,587,2364.211901
1051,588,2366.025032
248,108,2366.378088
252,106,2366.624398
252,106,2367.002085
252,106,2367.257403
737,356,2368.460911
1062,591,2370.367742
1042,561,2372.040994
1045,688,2374.328742
649,366,2375.377441
611,234,2376.031549
1414,842,2378.88273
1311,1215,2382.682357
1327,672,2384.546906
1044,597,2386.571046
240,118,2386.955543
622,312,2387.775487
627,344,2388.846416
249,108,2389.096755
641,528,2391.264605
1027,895,2393.908269
611,300,2394.855375
1344,653,2397.077488
1049,485,2398.693104
1041,656,2400.666695
3036,1701,2406.276433
1344,835,2408.690526
252,106,2408.948866
1420,698,2411.298323
1040,644,2413.238401
1049,602,2415.189866
1324,688,2417.205925
1574,802,2419.774945
731,388,2421.046581
613,232,2421.943632
252,106,2422.184
630,378,2423.267363
599,346,2424.434461
