#{"t_start": 1650950673.72477, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
641,286,1808.692722
733,388,1809.996282
250,108,1810.434168
1908,922,1813.444175
248,118,1813.915542
615,344,1815.027086
597,368,1816.305663
237,132,1816.791502
1048,493,1818.406046
238,128,1818.896281
627,294,1819.972936
1044,548,1821.785359
1047,677,1824.270718
638,584,1826.263813
1316,725,1828.713376
1562,948,1831.954422
1435,606,1833.995499
249,108,1834.433839
816,540,1836.203505
248,112,1836.647962
1038,640,1838.772573
1329,747,1841.316669
608,412,1842.898749
252,106,1843.172478
1018,1240,1847.498134
654,272,1848.355458
1422,810,1851.123958
619,294,1852.188486
252,106,1852.475091
1042,631,1854.644901
1048,492,1856.539385
1564,1006,1860.094467
252,106,1860.383399
750,446,1861.911367
625,342,1863.196459
609,230,1863.952581
650,356,1865.195266
630,416,1866.591282
1338,606,1868.657528
1326,507,1870.534348
631,308,1871.505183
1685,860,1874.422595
1041,629,1876.422772
1030,875,1879.169105
246,118,1879.562053
1039,647,1881.466258
1352,675,1883.696726
1428,592,1885.595397
599,364,1887.088499
634,338,1888.288138
730,640,1890.280331
616,354,1891.73587
620,336,1892.971058
653,290,1893.968521
617,278,1894.825224
1435,600,1896.73294
252,106,1897.114541
1322,1000,1900.361048
614,336,1901.377567
1906,924,1904.427984
1912,946,1907.254944
234,140,1907.710757
1332,863,1910.578157
1041,633,1912.555641
733,650,1914.47132
709,632,1916.703011
252,106,1916.954279
734,460,1918.288403
1021,978,1921.37762
242,120,1921.857729
251,106,1922.133292
1666,1020,1925.84364
1345,699,1928.295144
1028,958,1931.330159
1041,611,1933.356147
611,336,1934.394061
252,106,1934.650351
654,274,1935.729288
1304,955,1939.026958
629,334,1940.198353
599,382,1941.484774
1330,588,1943.546649
243,112,1943.838037
733,532,1945.704966
769,704,1948.145623
1044,611,1950.267248
237,126,1950.599359
628,344,1951.793997
615,266,1952.636121
247,110,1953.079084
626,340,1954.274895
1344,703,1956.646931
618,316,1957.780105
742,604,1959.767627
1148,638,1961.635317
623,292,1962.703724
1040,671,1964.742885
252,106,1964.99745
235,138,1965.451774
1161,542,1967.314077
1701,838,1970.045496
1041,636,1972.147272
1352,647,1974.271603
249,124,1974.748503
808,706,1977.269654
245,112,1977.557091
815,568,1979.466592
608,250,1980.265454
619,340,1981.497639
1322,617,1983.682814
1341,655,1985.815704
1023,1011,1989.326156
251,112,1989.772154
1688,900,1992.711752
1052,455,1994.351974
1839,1288,1998.659707
1419,696,2001.072553
1422,782,2003.632442
1839,1218,2007.91412
1584,764,2010.277775
252,106,2010.725099
637,308,2011.715523
652,304,2012.655723
1049,488,2014.053003
612,346,2015.12963
612,328,2016.386227
1053,545,2018.008496
1049,456,2019.35958
243,112,2019.633507
1039,650,2021.912162
1336,593,2024.043072
237,126,2024.346984
772,626,2026.201769
1068,503,2027.974098
235,138,2028.485729
1921,964,2031.434568
236,126,2031.847316
623,354,2032.929832
624,276,2033.705215
1053,531,2035.59396
1044,546,2037.236828
616,328,2038.13545
1315,746,2040.495893
244,124,2040.98406
749,496,2042.464149
616,264,2043.47271
784,530,2045.309415
760,526,2047.155692
818,514,2049.144626
1426,774,2051.785065
630,368,2053.049785
1310,849,2055.950297
635,292,2057.017056
1035,746,2059.574502
1694,892,2062.586852
232,132,2063.080006
235,126,2063.409317
1320,744,2065.967847
1680,948,2069.294686
1039,672,2071.510867
250,110,2071.943416
1031,835,2074.75446
248,118,2075.061796
603,282,2076.330369
603,342,2077.534448
1064,567,2079.338884
602,378,2080.642303
238,126,2081.131009
1428,658,2083.386078
613,326,2084.540375
246,108,2084.820133
1580,678,2087.22952
1342,827,2090.047022
733,416,2091.439644
233,128,2091.925839
1043,583,2093.895892
621,312,2094.872854
247,122,2095.353902
1040,639,2097.576768
819,494,2099.178375
623,354,2100.402646
1351,671,2102.857724
234,130,2103.197814
618,286,2104.249221
246,114,2104.553825
1043,585,2106.566307
1049,623,2108.67351
250,108,2109.114756
1324,1009,2112.617733
607,354,2113.870186
635,288,2114.770828
629,296,2115.850571
652,310,2116.865966
1043,568,2118.58686
611,262,2119.525738
1323,758,2121.807808
1053,549,2123.593617
1053,524,2125.356094
1307,890,2127.992016
813,608,2130.071342
246,116,2130.464438
807,738,2132.803799
1426,786,2135.160363
1343,604,2137.248152
1047,653,2139.561836
609,252,2140.369511
1056,477,2141.939505
252,106,2142.445448
246,110,2142.734331
1064,627,2144.828404
250,110,2145.269987
1052,539,2147.139888
624,314,2148.121578
610,236,2149.105266
1324,733,2151.531728
246,112,2151.988015
1054,759,2154.447322
252,106,2154.705632
817,528,2156.523855
1038,708,2158.716797
1352,557,2160.431818
245,118,2161.043234
1432,672,2163.329893
235,124,2163.731817
234,128,2164.029493
1042,600,2165.813751
236,130,2166.27274
613,232,2167.038706
1433,668,2169.152827
1040,621,2171.434578
252,106,2171.707565
1148,664,2173.86913
1039,662,2176.241456
1029,877,2179.117403
238,126,2179.599628
238,128,2179.934093
819,496,2181.670763
1041,592,2183.81639
1426,604,2185.827064
1059,743,2188.404563
1560,864,2191.367782
812,636,2193.482067
732,340,2194.683706
1331,925,2197.815013
1339,764,2200.454868
1050,440,2201.902452
1046,677,2204.371208
1436,660,2206.537486
1914,962,2209.659647
620,314,2210.903401
1408,1006,2214.221266
610,268,2215.075679
236,136,2215.589161
614,394,2217.006545
630,268,2217.881924
248,108,2218.168359
636,634,2220.488681
251,112,2220.796202
740,586,2222.822366
654,274,2223.956536
1680,1000,2227.473339
1063,651,2229.646655
815,570,2231.682304
651,324,2232.68189
632,290,2233.756316
242,130,2234.105968
1073,415,2235.538476
245,112,2236.00492
1318,813,2239.034209
237,126,2239.525464
1042,568,2241.506351
1351,633,2243.384144
652,306,2244.29985
636,334,2245.690248
1034,777,2248.10862
233,138,2248.787854
1692,782,2251.618989
613,288,2252.555143
236,130,2253.048968
1050,609,2255.120237
1315,759,2257.494004
1036,711,2259.807701
1318,994,2263.017085
252,106,2263.388367
1336,750,2265.863734
1430,684,2268.062632
1331,705,2270.734483
628,282,2272.054486
245,112,2272.33872
627,276,2273.313201
634,328,2274.452427
1059,665,2276.672343
621,328,2277.673561
1320,650,2280.355252
1312,800,2283.098551
613,268,2283.865806
609,272,2284.704716
618,292,2285.857234
611,324,2286.811585
252,106,2287.190428
630,376,2288.411046
624,326,2289.275748
725,560,2290.992532
1682,1052,2294.278275
1346,693,2296.602482
246,110,2296.880956
1135,920,2299.867043
252,106,2300.2272
236,122,2300.514714
629,288,2301.532011
1049,603,2303.409455
1057,449,2304.744278
760,470,2306.121
639,568,2308.101523
252,106,2308.486006
1045,504,2309.990209
1688,996,2313.678342
1330,733,2316.296605
1044,730,2319.040689
1695,838,2321.739763
248,108,2322.008364
620,406,2323.347008
581,508,2325.264167
248,108,2325.530454
624,328,2326.562272
1428,666,2328.716499
238,126,2329.173276
634,272,2330.147675
1044,539,2331.976
1042,581,2334.404806
1324,716,2337.282532
1060,621,2339.489603
1041,675,2341.39678
1043,598,2343.362751
1341,704,2345.469473
232,140,2345.804578
1050,471,2347.527996
1050,491,2348.888951
1917,1062,2352.246783
816,544,2353.924124
623,278,2354.785896
1567,900,2357.722944
1326,989,2360.720345
247,108,2361.235142
1047,649,2363.040524
1162,534,2364.893749
618,308,2365.811451
1035,721,2368.077812
249,108,2368.349272
248,108,2368.828196
1051,632,2370.70625
247,108,2370.957549
633,354,2372.039874
243,114,2372.451722
1420,920,2375.32928
248,108,2375.683331
1574,848,2378.287156
611,234,2379.08404
595,380,2380.144277
1345,628,2382.244256
1044,561,2383.899694
616,242,2384.588645
1040,633,2386.802867
1425,840,2389.38211
1902,1234,2393.36636
1146,630,2395.561998
1323,596,2397.407652
248,108,2397.758926
1051,560,2399.553418
252,106,2399.90476
1337,815,2402.662556
1037,707,2404.710419
1436,628,2406.780074
1042,622,2408.603672
1331,807,2411.211433
635,322,2412.320417
651,338,2413.194021
251,114,2413.561433
1429,746,2416.084728
638,302,2416.880597
1347,701,2418.977422
239,118,2419.263657
612,264,2420.450968
631,328,2421.49247
1042,569,2423.113652
239,118,2423.657168
1573,780,2426.033085
1314,749,2428.267281
246,110,2428.63729
651,324,2429.537369
653,292,2430.731551
620,254,2431.420547
1310,845,2433.891454
1562,962,2437.31717
623,270,2438.193435
251,114,2438.464679
253,116,2438.869306
252,106,2439.117641
620,288,2440.374143
252,106,2440.613532
