#{"t_start": 1650950673.570062, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
1045,694,763.646139
802,834,766.53166
605,438,767.99019
620,466,769.661947
732,664,771.940869
612,446,773.396487
1030,807,776.114774
712,462,777.851282
213,184,778.503193
757,652,780.684161
215,184,781.316227
230,160,781.884511
811,640,784.156089
232,164,784.802026
236,158,785.220361
1135,900,788.332288
598,442,789.78662
631,340,790.982169
597,448,792.498082
239,140,792.976536
1038,847,795.549814
1046,641,797.782017
1037,735,800.332574
1430,858,803.117575
1308,986,806.637065
1043,575,808.569303
232,156,809.126655
236,158,809.685313
231,158,810.09887
234,154,810.66135
242,136,811.168022
1046,710,813.577382
619,404,815.080721
814,590,816.938852
588,458,818.680702
611,424,820.092487
234,138,820.598701
1410,1088,824.207324
746,636,826.376189
1680,994,829.707353
775,648,831.726501
1136,610,833.783882
2604,1800,839.798642
612,334,840.957449
615,400,842.287594
620,332,843.440134
598,408,844.792419
611,430,846.288948
1044,543,848.147038
636,628,850.221287
243,136,850.721457
700,770,853.241594
231,156,853.813955
612,362,855.082584
622,430,856.503557
246,124,856.97785
244,122,857.308181
598,440,858.963463
3032,1788,864.963906
626,338,866.06868
237,158,866.626418
633,352,868.178887
244,138,868.689519
1558,950,871.744326
595,426,873.235046
239,144,873.772774
242,128,874.257476
242,122,874.572634
602,448,876.182918
243,142,876.54531
610,302,877.644049
632,424,879.058438
1696,774,881.7687
241,116,882.077873
1033,1219,886.428107
238,138,886.792185
250,132,887.289344
228,146,887.821447
1691,892,890.756644
1564,926,894.003963
606,416,895.372728
1048,627,897.459829
617,394,898.78305
1324,870,901.711792
1323,966,904.978421
618,398,906.455996
737,582,908.527641
633,340,909.705066
241,142,910.225733
242,144,910.600776
1336,682,912.989653
619,366,914.179895
235,130,914.680595
633,342,915.875515
628,322,916.861383
246,126,917.370161
609,414,918.738715
1048,490,920.533388
1678,1090,924.097024
223,156,924.661697
739,468,926.165672
1331,782,928.607084
618,328,929.743559
815,572,931.571309
603,278,932.497829
649,368,933.645108
622,370,934.724267
632,330,935.747585
244,126,936.305177
1340,693,938.457901
235,136,938.802978
1333,746,941.358857
1036,716,943.82106
626,290,944.723039
609,358,945.928774
630,356,947.245364
637,374,948.359177
801,560,950.385655
1151,750,952.893435
240,146,953.49339
240,128,953.857552
1330,914,957.111256
751,542,958.946167
248,118,959.252144
1418,922,962.449934
239,132,962.936154
238,146,963.312148
814,584,965.42667
619,302,966.504499
627,330,967.589497
604,410,968.961903
252,114,969.42223
628,358,970.697227
589,460,972.182847
617,370,973.440401
734,532,975.285781
1320,905,978.100595
1327,890,981.192146
244,138,981.546704
1037,701,983.958498
240,122,984.416042
614,350,985.460422
242,114,985.910673
652,312,986.912155
239,124,987.450065
253,116,987.905253
1057,473,989.412822
763,654,991.546589
622,378,992.828795
627,324,994.049223
1046,538,995.90618
610,246,996.682398
232,136,997.032608
1037,661,999.375801
610,350,1000.66307
622,310,1001.627318
238,128,1002.11871
1039,821,1004.875355
243,126,1005.211455
238,156,1005.767374
244,126,1006.252461
615,302,1007.191586
1310,961,1010.520018
1051,567,1012.442292
749,478,1013.997465
1343,649,1016.35554
814,594,1018.343508
624,288,1019.249191
1561,920,1022.478953
233,146,1022.862926
617,268,1023.881954
632,340,1025.059435
248,118,1025.371459
614,282,1026.410189
1033,798,1029.156492
635,328,1030.16324
246,122,1030.627867
3009,2130,1037.800558
249,108,1038.239503
248,106,1038.66636
814,580,1040.478179
1051,591,1042.532279
742,422,1044.082064
619,272,1044.940312
1036,838,1047.693666
1125,916,1050.908171
233,138,1051.266718
249,116,1051.717744
616,374,1052.963945
1058,450,1054.432275
615,338,1055.702549
1914,1100,1059.329354
235,134,1059.877837
1310,962,1062.792421
653,298,1063.595332
615,358,1064.699112
651,324,1065.802431
610,426,1067.020039
1337,745,1069.51727
625,396,1070.64261
1143,694,1072.754133
232,148,1073.220227
234,140,1073.537863
1057,471,1075.269989
1313,795,1077.516314
633,342,1078.565007
629,336,1079.629435
1034,906,1082.56409
623,306,1083.397048
242,128,1083.825002
611,244,1084.671961
637,320,1085.752346
235,138,1086.067868
247,110,1086.49044
1326,988,1089.592302
236,124,1089.982619
1570,892,1092.797622
1052,543,1094.492672
616,254,1095.172979
247,112,1095.574787
797,922,1098.434645
1421,700,1100.849378
1038,625,1102.611677
250,108,1102.86713
619,344,1103.912841
243,118,1104.323144
1690,748,1107.144551
248,108,1107.490593
232,136,1107.905493
1309,980,1111.041594
1048,532,1112.564158
816,552,1114.299774
1335,734,1116.589086
1342,777,1119.061475
613,414,1120.211063
1042,631,1122.321353
737,514,1123.838809
1323,741,1126.512254
235,124,1126.908195
249,108,1127.175322
602,250,1128.013564
627,268,1128.760741
1577,808,1131.879329
649,366,1133.023426
1322,710,1135.237124
249,112,1135.618418
592,398,1136.803653
627,338,1138.024415
1159,526,1139.523222
651,322,1140.554003
739,572,1142.309628
609,366,1143.692064
630,316,1144.680062
251,112,1145.074133
814,582,1146.853368
248,116,1147.156525
246,114,1147.728823
1042,610,1149.567171
1418,860,1152.298097
603,392,1153.598738
1038,670,1155.585564
1041,632,1157.785395
1035,757,1160.184805
248,114,1160.562362
1689,1060,1164.410197
1310,828,1167.171006
628,296,1168.239372
1420,802,1170.992873
243,120,1171.449281
625,314,1172.424122
248,126,1172.897932
1316,756,1175.460765
1039,715,1178.808742
628,310,1179.919385
633,338,1180.967865
244,120,1181.440175
736,520,1183.252255
627,342,1184.291578
634,336,1185.550533
1043,582,1187.557621
1301,1052,1190.916516
600,378,1192.431593
247,120,1192.906323
605,310,1193.862847
618,378,1195.180612
1045,749,1197.764764
1051,630,1199.937462
1913,1114,1203.743612
1048,692,1206.079794
636,316,1207.195298
1036,747,1209.59631
775,562,1211.307179
627,290,1212.447036
811,644,1214.289887
245,118,1214.572635
616,260,1215.481256
235,142,1216.049241
626,326,1217.055348
1554,958,1220.332838
628,344,1221.522502
639,294,1222.427056
636,282,1223.476847
247,120,1223.785062
1833,1222,1228.128808
1344,638,1230.259473
741,522,1232.136408
1127,928,1235.32102
1046,689,1237.563933
635,322,1238.788091
1037,637,1240.906465
616,298,1242.134223
819,496,1244.061534
1427,688,1246.394782
1048,688,1248.510639
1046,664,1250.523473
246,122,1250.913306
1321,752,1253.389077
609,362,1254.475841
1034,771,1256.930661
615,324,1257.954955
1052,574,1259.969169
749,558,1261.759807
1919,1036,1265.276133
637,332,1266.160644
1137,674,1268.464523
237,128,1268.766063
1051,903,1271.800381
1430,678,1273.896808
234,128,1274.45662
634,290,1275.249283
738,296,1276.162009
617,302,1276.991788
732,470,1279.003047
1033,782,1281.906134
1322,585,1283.890082
1036,709,1286.251141
640,298,1287.32889
614,310,1288.287831
1342,759,1290.864736
651,338,1292.113406
1346,698,1294.398601
615,350,1295.639544
234,134,1296.133989
630,312,1297.093914
238,126,1297.5789
1040,616,1299.703945
1038,669,1301.903603
763,588,1303.88023
615,376,1305.170967
617,264,1306.212963
245,112,1306.515498
247,108,1306.946271
615,310,1307.902469
245,110,1308.373878
604,376,1309.671114
652,318,1310.647291
1318,1056,1314.230354
770,590,1316.214785
1153,694,1318.610023
625,270,1319.536315
1440,850,1322.500924
248,120,1322.82141
1050,629,1324.914212
1023,950,1328.224192
817,526,1330.050012
236,136,1330.410836
1041,608,1332.439018
607,230,1333.424667
607,388,1334.73165
610,282,1335.626255
619,388,1336.945567
1847,908,1340.009701
626,256,1340.980263
606,288,1341.883106
721,410,1343.237011
248,108,1343.666714
603,388,1345.017402
1555,798,1347.832574
236,130,1348.184617
233,128,1348.669987
1439,558,1350.597041
631,384,1351.732583
1350,643,1353.977204
1688,1012,1357.368773
1320,652,1359.276251
610,258,1360.418712
1149,686,1362.379941
1697,828,1364.973813
235,130,1365.405609
1314,942,1368.457871
627,326,1369.355182
631,292,1370.334066
1429,596,1372.497209
1145,640,1374.278023
1318,1161,1378.460689
627,366,1379.634424
1044,546,1381.482276
252,106,1381.830872
638,292,1382.609145
252,106,1383.100973
639,288,1383.86129
624,356,1384.881533
246,110,1385.320532
744,446,1386.988872
252,106,1387.25103
1071,475,1388.791187
1575,800,1391.116084
1860,946,1394.259807
237,132,1394.686142
640,546,1396.524891
249,108,1396.785194
1304,878,1399.745888
1323,887,1402.269472
1437,628,1404.260211
233,128,1404.869251
1313,941,1407.854274
737,304,1408.850008
1035,733,1411.040575
1153,572,1413.049103
1052,564,1414.670234
1152,608,1416.549267
237,134,1416.861608
611,262,1417.81121
1408,984,1421.129274
1699,738,1423.521148
1037,653,1425.902327
252,106,1426.180582
1351,619,1428.222289
2338,1575,1433.391788
245,110,1433.778904
1345,779,1436.13542
622,418,1437.519937
623,400,1438.711414
1419,816,1441.216623
815,576,1443.137298
249,114,1443.40847
1328,956,1446.406651
624,332,1447.448896
1043,565,1449.173282
813,608,1450.984355
1419,1134,1454.43742
637,322,1456.166127
616,292,1457.117338
1424,650,1459.122111
1850,996,1462.455705
1044,726,1465.052364
623,254,1465.854378
1429,772,1468.41258
615,344,1469.670218
633,318,1470.768868
1314,769,1473.147555
1043,607,1474.931942
608,340,1476.139197
244,112,1476.517967
244,114,1476.797775
1572,810,1479.451089
234,128,1479.926322
248,118,1480.373248
237,126,1480.709941
622,340,1481.863284
1046,513,1483.694347
247,110,1483.982577
1424,782,1486.570323
1052,549,1488.619012
1854,990,1491.999067
1346,647,1494.084206
637,316,1495.171491
1686,848,1498.013391
1437,676,1500.200373
1835,1160,1504.183015
1134,928,1507.327562
1312,815,1510.091227
622,296,1510.894243
1029,854,1513.591427
611,354,1514.706393
243,114,1515.165355
651,324,1516.307461
231,140,1516.837867
253,116,1517.218847
730,488,1518.982507
610,284,1520.201546
809,690,1522.484373
246,108,1522.996006
235,130,1523.358823
817,530,1525.27019
624,304,1526.140183
1052,451,1527.585163
626,294,1528.390719
811,646,1530.404175
1419,812,1532.906916
624,344,1534.172813
1044,658,1536.646492
1315,733,1539.186619
1145,782,1541.621509
608,238,1542.389298
746,500,1544.162631
1335,695,1547.129036
756,620,1549.021587
1693,774,1551.517727
246,112,1551.936764
624,360,1553.08154
1696,844,1555.761296
615,338,1556.85592
1140,646,1558.819639
803,562,1560.432229
614,260,1561.219472
1133,910,1564.273164
1340,727,1566.693517
1557,910,1569.953569
608,248,1570.721758
617,322,1571.696409
1418,784,1574.301994
1557,968,1577.530513
608,354,1578.612962
638,304,1579.559271
734,340,1580.537164
609,280,1581.568227
620,318,1582.599094
1559,826,1585.377056
612,256,1586.209097
616,294,1586.995422
235,124,1587.385526
246,120,1587.666774
1045,564,1589.337693
1307,900,1592.106167
1042,576,1593.743574
803,802,1596.213931
747,524,1597.714403
632,344,1598.888582
252,106,1599.14291
1702,892,1601.878157
1433,722,1604.043118
1326,735,1606.058574
654,270,1606.98757
634,322,1607.880889
1036,716,1610.161031
1579,738,1612.254727
236,130,1612.75925
735,486,1614.347378
1059,662,1616.258623
1421,714,1618.408445
1044,721,1620.727748
813,602,1622.636896
1341,594,1624.395581
631,312,1625.5164
248,108,1625.775821
621,342,1626.872591
251,112,1627.13885
1050,481,1628.583823
628,338,1629.573537
639,576,1631.235139
1146,560,1633.007458
607,330,1633.981391
1323,1060,1637.275835
632,280,1638.300196
597,386,1639.58511
652,316,1640.535304
614,364,1641.698923
1425,822,1644.237247
1042,658,1646.276814
1339,591,1648.260203
636,318,1649.365371
608,358,1650.663794
1048,652,1652.863166
614,380,1654.522749
631,328,1655.746856
623,354,1656.680509
247,120,1657.646437
1047,473,1659.281897
1342,681,1661.31708
1057,500,1663.032239
617,304,1664.27127
249,108,1664.614352
611,234,1665.365374
1038,653,1667.540331
1346,553,1669.671754
238,132,1670.010846
249,108,1670.418179
1689,880,1673.254776
1160,460,1674.93059
234,130,1675.507445
612,266,1676.476344
1068,467,1679.066722
757,464,1680.771127
1055,559,1682.749401
1042,566,1684.780302
619,340,1685.750459
604,426,1687.389119
1567,756,1689.772047
1050,595,1691.423493
1048,657,1693.738226
1342,675,1695.662903
1050,452,1697.0237
1033,783,1699.835893
248,110,1700.264881
1044,554,1702.004748
633,294,1702.902257
735,348,1704.003546
1322,596,1706.355309
252,106,1706.626584
241,120,1707.106701
610,338,1708.252016
233,128,1708.58812
1048,449,1709.962349
246,108,1710.42462
1157,558,1712.473796
611,272,1713.413398
2351,1283,1717.564026
614,356,1718.704449
608,270,1719.673181
1692,878,1722.574758
1315,891,1725.706642
243,112,1725.996582
610,232,1726.750686
1566,946,1729.942061
1342,809,1732.712777
632,356,1733.978779
247,108,1734.264713
614,250,1735.218312
614,408,1736.894737
1045,712,1739.168816
651,336,1740.395586
1074,431,1741.827604
617,380,1743.099794
235,124,1743.575584
616,290,1744.478898
619,312,1745.585763
1308,866,1748.51786
765,522,1750.32267
235,124,1750.641758
1336,566,1752.560911
1039,641,1754.736972
622,362,1755.988355
1031,984,1759.276633
1310,967,1762.591886
1319,807,1765.295598
778,492,1766.950024
615,350,1768.150532
639,578,1770.501505
1582,756,1773.094648
252,106,1773.368426
235,124,1773.927942
622,366,1775.202542
613,292,1776.109851
1045,500,1777.863925
620,298,1778.793424
2643,1258,1783.241994
252,106,1783.524211
1322,829,1786.326647
252,106,1786.750711
607,370,1788.090806
237,130,1788.431894
1050,457,1790.071727
627,344,1791.13852
1040,633,1793.399374
733,376,1794.631233
252,106,1795.070884
811,646,1797.235815
1066,571,1799.197485
619,362,1800.444736
1316,825,1803.303326
619,258,1804.124457
1050,629,1806.289324
1912,1172,1810.329512
631,342,1811.533814
620,282,1812.42003
3018,1955,1819.132768
238,128,1819.62088
1336,789,1822.484333
618,396,1823.814692
604,262,1824.662339
623,352,1825.879929
249,108,1826.175871
1575,784,1828.924971
742,458,1830.574436
1326,707,1832.897023
246,114,1833.348852
611,270,1834.203093
1676,1044,1837.74461
652,300,1838.837521
248,110,1839.118177
1317,710,1841.571617
1430,734,1844.295591
773,526,1845.985569
1575,718,1848.48623
620,302,1849.497949
608,328,1850.642186
630,320,1851.770726
246,110,1852.055963
651,322,1853.215237
1028,891,1856.355997
247,110,1856.820753
1337,797,1859.664646
654,276,1860.55207
652,316,1861.697556
1350,556,1863.730297
779,632,1865.83899
1338,857,1868.715556
1144,784,1871.474388
618,382,1872.787061
1040,658,1874.862003
1028,851,1877.521885
1427,934,1880.479789
815,570,1882.215722
1044,535,1884.102267
718,428,1885.403966
1065,595,1887.719164
815,566,1889.624527
1317,706,1892.074087
252,106,1892.53002
1694,854,1895.412625
1048,483,1896.905601
1418,980,1900.115782
813,616,1901.920237
252,106,1902.312912
619,344,1903.519817
634,386,1904.873914
1158,630,1906.711657
666,8006,1932.859803
233,134,1933.302413
1850,980,1936.336403
252,106,1936.764262
624,260,1937.794484
632,310,1938.914381
247,108,1939.193634
1318,718,1941.651449
1566,1008,1945.124086
1135,858,1947.980175
1350,651,1950.361119
1047,449,1951.833016
618,272,1952.688105
250,108,1953.123938
1035,708,1955.433962
607,264,1956.494887
1039,690,1958.752709
1908,1058,1961.97211
808,700,1964.328042
1321,772,1966.651119
236,130,1966.979275
1900,1204,1971.095065
1044,581,1973.047017
1573,754,1975.715852
237,126,1976.197708
620,260,1977.027393
604,458,1978.497277
720,476,1980.173822
604,276,1981.049648
762,654,1983.370265
812,622,1985.426653
1046,548,1987.299651
654,270,1988.30147
609,272,1989.278406
616,372,1990.564266
1041,610,1992.589686
2634,1466,1997.528907
248,114,1997.974604
1051,590,1999.961102
1048,658,2002.137304
2344,1461,2007.118217
607,394,2008.447784
1585,692,2010.80005
608,266,2011.695698
1054,521,2013.270784
238,128,2013.582948
1350,707,2015.829419
626,296,2016.810215
235,124,2017.216573
608,290,2018.014073
616,322,2019.032262
251,106,2019.412581
588,402,2020.837202
246,112,2021.101165
1048,531,2023.146699
745,530,2024.738892
732,708,2026.795441
235,130,2027.243507
653,298,2028.271425
252,106,2028.704266
1027,873,2031.442668
247,120,2031.844593
619,278,2032.619272
1871,962,2035.775596
804,790,2038.1209
614,278,2038.906471
631,332,2039.937934
252,106,2040.41722
1046,481,2041.868878
605,472,2043.554613
1163,488,2045.280615
1058,450,2046.766883
1150,510,2048.904134
252,106,2049.182648
246,114,2049.638304
247,116,2049.94152
1847,948,2053.182553
614,266,2054.021142
654,278,2055.141788
1424,772,2057.753696
606,432,2059.185724
811,644,2061.341923
1316,852,2064.234203
1045,692,2066.674537
1343,637,2068.867951
816,554,2070.75995
606,282,2071.673553
637,294,2072.737414
1149,580,2074.733638
1336,791,2077.473732
738,546,2079.379392
1126,1164,2083.419111
613,266,2084.258153
242,112,2084.709045
625,368,2085.977554
1691,770,2088.60304
654,278,2089.55284
614,256,2090.376264
252,106,2090.809944
233,128,2091.143053
251,114,2091.591359
249,108,2092.027688
249,106,2092.30645
252,106,2092.748267
1329,646,2094.888932
1835,1002,2098.373163
1558,966,2101.670867
237,130,2102.013076
729,710,2104.552453
1046,530,2106.423497
1045,573,2108.391387
604,354,2109.485888
595,390,2110.915585
1434,624,2113.01231
616,280,2114.058804
1580,708,2116.364213
1048,481,2117.979433
734,360,2119.294626
587,398,2120.464397
621,310,2121.331835
1306,1046,2124.722928
1066,488,2126.20718
1058,447,2127.554775
610,360,2128.664332
246,108,2128.937603
252,106,2129.566082
650,342,2130.616154
1312,782,2133.174495
1425,606,2134.96583
1032,816,2137.75412
629,306,2138.703242
1049,622,2140.782207
1032,764,2143.475539
1047,521,2145.287063
611,260,2146.117674
237,128,2146.611425
1330,635,2148.726082
638,296,2149.726884
249,108,2150.16721
1318,687,2152.471843
1426,682,2154.715725
629,316,2155.597687
1328,743,2158.151197
1037,678,2160.185181
611,246,2161.229857
592,402,2162.505599
1055,530,2164.237092
638,276,2165.12162
1054,520,2166.679789
632,274,2167.645884
249,108,2167.916509
1339,693,2170.390241
636,276,2171.238998
1044,577,2173.174815
233,128,2173.650542
738,470,2175.152337
1578,746,2177.756233
1042,565,2179.680531
1043,589,2181.669712
1041,650,2183.967109
234,138,2184.47227
614,320,2185.453346
1694,760,2188.045001
1429,658,2190.319227
1414,762,2192.950612
1327,759,2195.565055
251,112,2195.870239
246,122,2196.414926
1324,681,2198.670518
236,134,2199.186502
252,106,2199.625982
1322,608,2201.684159
1044,591,2203.766017
1058,425,2205.192699
1047,487,2206.754029
1033,732,2209.131133
237,124,2209.613211
1310,990,2213.027883
246,108,2213.301537
631,274,2214.143596
252,116,2214.600373
1323,591,2216.682247
622,310,2217.824201
1161,574,2219.670694
1044,619,2221.945016
249,116,2222.257479
807,724,2224.986762
1042,603,2227.055856
1331,683,2229.299634
1322,696,2231.829034
1334,801,2234.545305
818,518,2236.290312
1032,794,2239.253742
772,546,2241.203671
1152,568,2242.961956
1040,816,2245.798113
630,338,2246.891332
252,106,2247.187036
250,108,2247.565171
235,130,2247.865871
1038,827,2250.838198
630,298,2252.022178
1058,496,2253.644005
236,136,2254.15763
816,552,2256.032626
1048,625,2258.195248
236,138,2258.632887
246,116,2258.925811
1314,793,2261.314913
1323,575,2263.246563
1696,940,2266.40682
1044,734,2268.755899
1043,589,2271.257207
1040,657,2273.56864
624,308,2274.647027
814,582,2276.488952
621,322,2277.608855
1056,479,2279.623773
252,106,2280.023245
1051,563,2282.132139
248,108,2282.390953
627,264,2283.253259
1051,581,2284.96215
1326,736,2287.477781
606,356,2288.648313
1324,715,2290.667003
610,366,2292.098702
631,300,2293.024682
624,302,2293.82166
252,106,2294.181563
252,106,2294.429991
818,502,2295.963744
739,636,2298.14432
1435,626,2300.111484
1320,905,2303.046077
1571,790,2305.403708
611,364,2306.621208
1324,700,2308.843323
1053,528,2310.798171
236,128,2311.159204
630,322,2312.327108
1848,940,2315.689084
625,278,2316.568002
730,456,2318.113103
252,106,2318.722473
818,500,2320.411147
247,116,2320.874414
640,548,2322.536074
601,396,2323.977662
1570,774,2326.493374
1055,511,2328.13903
1045,683,2330.531768
249,108,2330.83396
1032,801,2333.74753
636,278,2335.055693
612,354,2336.517672
622,254,2337.444222
252,106,2337.706729
605,342,2339.137313
609,260,2339.859735
636,312,2340.782488
248,116,2341.052055
1061,631,2342.966672
625,306,2344.039123
616,244,2344.699285
246,110,2345.119169
238,126,2345.413376
631,276,2346.461368
1422,858,2349.032689
252,106,2349.530165
252,106,2349.772386
1413,858,2352.421437
1568,872,2355.076212
1310,843,2357.875655
625,332,2358.852369
614,286,2359.609558
612,278,2360.651048
619,326,2361.67965
234,126,2362.076053
245,112,2362.333362
1356,587,2364.263793
1050,431,2365.611109
252,106,2365.963167
611,256,2366.659441
722,366,2367.783298
1143,708,2370.198195
1043,730,2372.260406
1418,748,2374.787018
1341,680,2376.871519
1427,802,2379.416751
236,134,2379.718912
252,106,2380.066618
243,116,2380.325918
252,106,2380.674112
248,108,2380.937377
1580,730,2383.417742
638,310,2384.364187
1422,794,2386.949587
1699,782,2389.387055
252,106,2389.648549
1418,836,2392.460404
252,106,2392.826906
620,306,2393.668895
611,234,2394.349077
1420,800,2397.157244
1046,551,2398.931466
756,588,2400.734513
787,536,2402.71728
732,380,2403.798843
1576,702,2405.901425
627,324,2406.997614
617,320,2407.996076
626,290,2408.795244
246,108,2409.320837
1045,572,2411.00411
621,328,2411.97443
1691,910,2414.967136
1069,483,2416.434951
248,108,2416.786606
629,316,2417.607037
1343,657,2419.515105
1041,635,2421.943643
1027,884,2424.548156
615,254,2425.237433
1323,590,2427.277236
