#{"t_start": 1644553171.7425308, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
1041,663,407.645085
611,404,408.95526
1038,661,410.888333
625,328,412.185891
243,122,412.576709
1036,872,415.383478
612,344,416.568473
246,122,416.843954
1833,1276,420.886644
1019,1074,424.299536
1324,1025,427.437704
238,132,427.874928
613,328,429.086866
1568,924,431.829144
747,574,433.839484
813,618,435.661781
247,120,436.226905
769,576,438.027984
1034,726,440.070051
636,340,441.245127
1402,1076,444.510208
1048,539,446.402531
631,346,447.410292
242,126,447.724451
235,136,448.460318
607,412,450.040488
233,160,450.614952
233,144,451.262355
626,324,452.495012
607,272,453.383753
612,294,454.170394
248,128,454.597455
1058,687,457.153475
625,268,458.184767
1028,849,461.050342
1041,621,463.090008
1328,635,465.02598
1332,902,467.816475
1040,799,470.653896
783,568,472.577228
621,422,474.300652
617,352,475.522384
806,742,478.073481
610,362,479.146545
621,294,480.109965
1149,836,482.997635
246,112,483.253975
623,318,484.198691
252,124,484.611398
250,116,485.024437
621,362,486.146782
639,560,488.132989
813,600,490.088722
247,120,490.385928
1348,759,492.693727
615,302,493.528619
1039,735,495.912903
634,300,496.822415
251,120,497.097963
250,122,497.503857
1341,668,499.722853
249,114,500.093309
636,294,500.873707
629,324,501.925413
1338,782,504.481011
1154,632,506.408744
1051,809,508.975147
244,126,509.385058
1039,624,511.193784
1331,595,513.200205
1335,510,514.665467
1044,536,516.599996
604,256,517.320639
1042,645,519.384937
633,282,520.222511
1317,844,522.953241
247,110,523.316465
250,106,523.563083
603,288,524.648379
1426,826,527.228155
1042,639,529.382523
249,114,529.76551
622,408,530.932393
611,234,532.206645
1050,451,533.915829
251,116,534.291689
620,370,535.355455
1342,665,537.569959
636,314,538.391048
247,110,538.753538
1331,891,541.473402
1318,589,543.397688
604,248,544.205343
735,320,545.073862
1033,800,547.791163
603,280,548.648957
1157,594,550.530569
1047,480,551.864475
637,604,553.995552
1340,721,556.132331
1060,621,558.194336
245,112,558.452645
236,132,558.932363
243,126,559.340271
633,314,560.19798
1332,583,562.204944
252,114,562.581972
248,114,562.845232
619,286,563.905243
234,132,564.232369
1039,650,566.362673
623,366,567.452717
603,290,568.375279
732,604,570.280532
1038,693,572.664364
250,126,573.220904
248,116,573.60034
600,296,574.377787
635,340,575.418348
623,320,576.3041
635,322,577.562255
618,342,578.657607
247,106,578.89774
246,120,579.299961
251,112,579.682937
1412,1024,582.93717
647,404,584.502878
623,326,585.351816
636,326,586.333354
632,278,587.113313
232,138,587.572087
1028,899,590.597034
236,136,590.915703
1855,822,593.64081
630,346,594.661762
252,116,595.070636
607,368,596.291613
1338,785,598.798786
637,304,599.748821
624,308,600.848314
1420,786,603.182711
1330,618,605.460285
1019,1046,609.188104
1433,722,611.479836
627,268,612.449327
611,236,613.090534
814,576,615.095204
1048,477,616.402334
245,114,616.836174
786,548,618.621291
248,116,618.9175
251,112,619.443964
1330,924,622.032578
668,8010,648.779944
1041,601,650.81221
1061,627,652.756781
609,282,653.70613
1040,662,655.742622
635,282,656.876776
247,120,657.182263
635,328,658.30575
248,118,658.684982
252,122,658.962247
1040,540,660.576427
615,362,661.807467
634,300,662.667204
624,340,663.666973
1577,800,666.323789
249,116,666.58606
1162,554,668.187492
1032,726,670.709096
249,112,670.970039
640,316,671.931682
815,560,673.869035
735,436,675.147727
251,112,675.658761
248,114,675.955763
248,112,676.354844
621,320,677.232527
1158,596,679.250102
1423,834,682.04207
1334,583,683.722997
1431,762,686.1994
629,344,687.328045
1040,589,689.175933
634,332,690.167544
234,142,690.509727
620,346,691.612776
1046,524,693.521888
1038,848,696.009516
605,364,697.338012
608,358,698.252922
239,136,698.677601
1041,608,700.725082
652,308,701.811852
632,352,702.721774
626,368,704.004995
1323,913,706.87954
651,326,707.890112
816,540,709.673314
619,374,710.794387
1433,566,712.634217
607,370,714.035426
250,112,714.292201
632,338,715.380508
1430,750,717.561955
249,108,717.817244
625,354,719.009694
632,284,720.529193
1345,606,722.418439
250,116,722.703678
1325,933,725.556415
740,560,727.631625
247,108,727.891056
234,142,728.358806
609,308,729.383168
738,660,731.561694
1567,738,733.84046
236,138,734.418853
251,116,734.811523
234,142,735.13359
2340,1574,740.255962
609,244,741.102223
735,484,742.481865
1428,724,744.948007
1030,881,747.704093
1041,611,749.476881
1038,696,751.938289
814,594,754.006263
238,134,754.320194
624,316,755.317466
1335,661,757.608764
251,112,758.023917
250,116,758.29148
618,350,759.396346
251,114,759.797893
236,122,760.089005
1331,1035,763.449308
608,304,764.377971
1428,826,766.916626
247,112,767.287601
614,302,768.107409
612,336,769.255695
238,128,769.562021
1048,865,772.385934
637,320,773.435368
620,368,774.637864
237,132,775.051922
1042,590,777.017448
234,142,777.523922
250,116,777.786222
1913,1118,781.522825
627,310,782.34693
1430,754,784.784914
639,324,786.027969
1023,961,788.930149
716,606,791.039167
1037,736,793.109382
610,362,794.279533
1040,582,796.336267
745,546,798.226159
628,348,799.173625
1026,910,802.19987
610,420,803.752128
1040,661,805.767492
234,128,806.224436
252,114,806.641438
625,318,807.622985
1439,680,810.625094
3034,1747,817.110266
249,124,817.608706
816,558,819.999401
246,116,820.319544
653,296,821.458248
631,346,822.716124
1046,666,825.139887
814,592,827.404977
1063,569,829.561624
618,340,830.76137
247,110,831.068058
243,122,831.636834
618,288,832.567653
248,114,833.104762
248,116,833.424875
1150,584,835.789465
722,374,837.185922
1072,519,839.028168
611,302,840.010049
1046,541,842.149177
1316,897,845.401862
249,106,845.836829
1343,619,848.027708
246,126,848.642765
250,122,848.998601
1427,684,851.507017
2361,1146,856.33549
1044,569,858.437459
1176,670,860.881504
631,322,862.114754
607,282,863.233762
640,292,864.239685
635,340,865.58177
1035,704,868.102063
1035,749,870.88833
246,118,871.371688
1040,644,874.08499
2338,1551,879.971196
253,116,880.281367
1431,656,882.848179
611,238,883.653563
622,344,885.018863
622,298,886.228752
249,108,886.740384
1344,674,889.600315
638,280,890.521358
1036,706,893.144379
1045,501,894.918959
616,316,896.197219
619,414,898.012345
609,266,898.915478
252,106,899.368409
252,116,899.828387
619,252,900.876617
242,112,901.189345
632,408,902.690355
1045,575,904.941675
1050,469,906.898188
1063,577,909.006488
663,8013,938.571754
1052,823,941.650988
1041,772,944.574809
628,280,945.489315
1321,762,948.398027
652,310,949.412994
628,326,950.710252
640,552,952.658685
249,108,952.950904
1339,634,955.582976
607,330,956.869367
1046,507,958.710748
238,124,959.05849
1049,465,961.076711
252,106,961.384887
1855,862,964.78712
233,126,965.303936
248,114,965.779165
1036,724,968.276097
610,240,969.54808
252,106,969.859809
817,534,972.005955
628,312,973.223212
1435,676,975.844659
1843,998,979.541432
637,600,981.872594
614,244,982.69143
248,118,983.161172
619,334,984.370906
249,116,984.949358
1338,586,987.113914
607,330,988.201473
1428,650,990.71796
1699,782,993.683181
625,288,994.789766
1045,515,996.825915
1048,499,998.605409
2339,1488,1004.230057
630,334,1005.488362
633,272,1006.610782
1321,744,1009.239623
611,236,1010.224937
1333,549,1012.282739
1041,635,1014.683294
805,740,1017.446966
609,276,1018.466926
1064,567,1020.361487
623,314,1021.728991
618,364,1023.034158
246,118,1023.365406
248,106,1023.806226
611,266,1024.899834
1053,545,1027.01881
250,112,1027.463619
237,132,1027.836092
618,316,1029.188638
1699,822,1032.15284
615,264,1033.146691
652,304,1034.290864
1346,683,1036.849089
1047,518,1038.849002
247,118,1039.185269
1041,594,1041.274643
612,256,1042.420902
248,112,1042.736774
252,106,1043.17959
1043,621,1045.571092
1036,752,1048.385192
252,106,1048.687384
629,332,1049.900687
252,106,1050.199888
1044,595,1052.532349
249,108,1052.985798
1415,700,1055.523191
1340,656,1057.991113
616,306,1059.095553
744,572,1061.269853
247,110,1061.716659
1041,564,1063.692393
1041,602,1065.853277
252,106,1066.364909
815,564,1068.474233
1322,705,1071.029711
753,408,1072.451983
1039,636,1074.873622
1346,569,1076.960672
252,106,1077.387531
250,114,1077.863769
625,278,1078.782023
1019,1083,1082.812285
735,336,1084.013395
626,344,1085.24794
1325,854,1088.385496
243,114,1088.853184
615,366,1090.024446
616,274,1091.243543
1038,711,1093.830145
640,308,1094.984951
235,122,1095.64719
1041,626,1097.938676
735,352,1099.060874
1047,482,1100.799467
616,266,1101.769382
612,266,1102.814614
249,108,1103.109333
1049,468,1104.71818
615,242,1105.799604
1030,831,1108.749395
250,108,1109.059582
252,106,1109.503171
252,106,1109.837259
633,294,1111.251945
252,106,1111.569213
623,298,1112.903503
748,556,1115.05637
1037,757,1117.896012
249,108,1118.202192
611,318,1119.385413
636,318,1120.576452
1580,752,1123.316475
1153,732,1126.045331
1440,576,1128.257353
234,136,1128.646461
234,128,1129.148119
1326,692,1131.614555
246,108,1132.048706
741,600,1134.323703
1437,598,1136.41866
633,346,1137.810377
1337,690,1140.359926
3049,1449,1145.466482
236,130,1146.135378
250,106,1146.709856
709,514,1148.514255
1339,732,1151.266614
232,130,1151.630769
238,132,1152.143397
1047,656,1154.506812
229,136,1155.245087
1038,691,1157.729055
1702,846,1160.788002
1040,693,1163.318252
238,122,1163.807449
619,316,1164.940956
248,120,1165.401723
627,284,1166.335233
1044,543,1168.282555
612,380,1169.836608
812,626,1172.137635
813,606,1174.249696
247,114,1174.713456
1314,762,1177.921025
1347,639,1180.514251
813,604,1182.833652
1044,530,1184.824407
616,284,1185.796569
1322,708,1188.664466
251,114,1188.982615
234,126,1189.476003
617,342,1190.567757
629,318,1191.871557
633,366,1193.270204
615,278,1194.20491
810,674,1196.791522
1579,818,1199.969792
653,282,1201.677345
614,398,1203.331485
617,318,1204.857485
1046,546,1206.80087
637,292,1207.747173
249,110,1208.282741
609,254,1209.140713
756,466,1210.934729
628,294,1212.184936
605,258,1213.056236
1327,668,1215.675189
252,106,1216.303048
629,280,1217.302881
252,106,1217.923742
631,310,1218.823003
627,292,1219.769851
638,584,1221.643938
1343,653,1224.364097
1438,644,1227.1502
1329,628,1229.352984
733,352,1231.220554
734,364,1232.698309
613,268,1233.57908
616,366,1234.847287
246,108,1235.216271
1041,628,1237.108054
1046,558,1239.398588
1070,535,1240.857504
1039,631,1242.849024
1314,775,1245.500663
1431,746,1248.460272
1425,662,1250.887612
605,256,1252.140468
628,354,1253.454861
772,714,1256.459265
1041,789,1259.022749
1038,625,1261.560019
635,358,1263.192469
627,382,1264.495032
1323,693,1267.119188
619,340,1268.416684
630,300,1269.621691
249,112,1269.918895
1023,921,1273.191108
610,254,1274.022868
232,140,1274.515749
251,112,1274.807487
1033,818,1277.702108
817,530,1279.518762
1041,635,1281.740566
1049,460,1283.32649
624,348,1284.840394
1137,934,1288.354632
1329,735,1291.073263
768,520,1292.763903
1046,535,1294.711869
632,312,1295.660169
1048,485,1297.521117
252,106,1297.804554
626,310,1298.996878
618,312,1300.081506
732,528,1301.793512
624,294,1303.032082
1042,773,1305.964239
1040,688,1308.397402
236,138,1309.041986
618,290,1309.942263
638,280,1311.035355
622,344,1312.42841
1352,635,1314.716528
777,686,1317.283839
1048,482,1319.040576
1037,713,1321.505592
252,106,1321.795129
628,294,1322.950576
1043,616,1325.03823
1347,577,1327.19243
619,324,1328.167794
629,362,1329.406418
606,354,1330.665058
251,112,1331.239535
1348,598,1333.321205
247,110,1333.621403
636,370,1334.954375
608,254,1335.754236
805,774,1338.381491
814,582,1340.875314
245,120,1341.547603
764,616,1343.79532
1344,657,1346.065923
609,326,1347.30587
604,282,1348.305832
610,244,1349.148598
1158,652,1351.697511
639,294,1352.749837
249,118,1353.207183
598,418,1354.82621
1323,763,1357.440473
234,132,1357.803503
237,122,1358.392913
604,366,1359.682131
609,250,1360.506712
1043,658,1362.987235
1056,492,1364.861588
1037,686,1367.111924
635,294,1368.201505
1043,554,1370.118734
752,586,1372.101463
1062,615,1374.233485
618,278,1375.082813
1341,692,1377.549289
817,522,1379.61391
252,106,1380.030945
1048,454,1381.666615
242,114,1381.967319
619,394,1383.335001
609,278,1384.360007
632,300,1385.312648
252,106,1385.843087
814,582,1387.811143
1045,694,1390.116618
807,734,1392.771084
251,112,1393.074875
1335,744,1395.696747
1036,752,1398.492971
1583,688,1400.684188
248,114,1401.124808
248,106,1401.439427
244,122,1401.922683
736,686,1404.509637
586,388,1405.669046
1339,751,1408.551248
1050,491,1410.356268
232,138,1410.719803
1320,810,1413.518711
1682,1108,1417.368558
626,268,1418.287829
652,302,1419.625983
247,108,1419.912391
248,114,1420.352215
1344,671,1422.5813
1857,896,1425.793191
1333,837,1428.58742
253,116,1429.024506
610,332,1430.014673
246,116,1430.449872
629,370,1431.882674
1064,586,1433.827518
1435,694,1436.157039
1063,582,1438.307737
651,332,1439.52382
1326,673,1441.84318
638,304,1442.909012
611,256,1443.716462
637,332,1444.872496
1915,934,1448.418485
251,114,1449.31978
252,122,1449.654884
802,820,1452.728462
1344,773,1455.393496
1302,1008,1459.189084
235,126,1459.67279
1039,774,1462.584072
1044,551,1464.641001
1333,746,1467.099306
819,496,1469.038216
1047,499,1470.702988
1338,766,1473.590981
1039,679,1476.349231
1685,988,1479.889439
738,530,1481.567382
1698,802,1484.2787
1419,754,1486.956511
610,328,1488.090867
628,308,1489.054312
817,528,1491.177211
1038,666,1493.652652
1346,624,1495.663738
640,548,1497.716951
710,710,1500.207292
629,308,1501.333552
638,290,1502.384995
1431,802,1505.393899
236,126,1505.745135
246,110,1506.184224
236,134,1506.681893
1348,596,1508.839871
246,108,1509.140073
1059,431,1510.559982
235,128,1511.1397
2646,1312,1515.653404
640,554,1517.621889
245,110,1518.115237
653,284,1519.039291
612,232,1519.900409
1052,387,1521.146707
1040,642,1523.433836
1428,676,1525.958312
605,362,1527.201849
1329,929,1530.387431
252,106,1530.802743
252,106,1531.096957
630,298,1532.262884
1070,494,1534.020951
729,470,1535.809434
253,116,1536.1196
1419,746,1538.777375
1917,946,1542.472506
600,392,1543.854697
251,114,1544.191795
238,126,1544.822245
236,122,1545.286173
1056,550,1547.346345
815,564,1549.514255
602,404,1550.824003
235,124,1551.307354
737,288,1552.356235
632,348,1553.541925
232,128,1554.078442
1434,548,1555.7672
1323,733,1558.38941
635,310,1559.506916
1158,478,1561.408641
606,272,1562.293494
636,312,1563.373114
814,598,1565.578053
805,766,1568.352925
252,106,1568.631743
1338,747,1571.146424
1923,916,1574.362427
252,106,1574.665617
602,342,1576.061727
252,106,1576.638195
1328,683,1578.822369
252,106,1579.115585
813,604,1581.526071
1048,473,1583.439081
1576,838,1586.192064
1051,451,1587.697178
236,124,1588.145489
1049,609,1590.346231
252,106,1590.766095
1337,637,1592.900908
615,278,1593.96959
252,106,1594.374507
651,324,1595.344985
617,276,1596.598665
622,316,1597.566794
721,454,1599.240563
249,108,1599.545434
712,556,1601.420037
1040,672,1603.644383
631,314,1604.75217
1341,694,1607.188933
640,292,1608.35302
1047,517,1610.002352
1042,617,1612.445666
616,274,1613.469927
653,298,1614.398949
252,106,1614.8407
1702,806,1617.924439
1043,603,1620.089506
236,126,1620.664546
730,664,1623.065464
1675,1130,1627.024357
754,538,1628.692566
1343,693,1631.226862
238,130,1631.580914
250,114,1632.098041
620,268,1632.929972
629,320,1634.045496
635,296,1635.09282
813,616,1637.145709
609,276,1638.154534
705,592,1640.682162
625,260,1641.524912
1341,602,1643.687772
1329,707,1646.354586
631,306,1647.342093
1422,842,1650.310441
235,124,1650.782179
1035,757,1653.593639
251,112,1653.900817
607,244,1654.861664
1342,577,1656.962109
631,292,1657.891971
610,234,1658.650448
641,534,1660.704892
1035,766,1663.307247
612,334,1664.426513
238,124,1664.891275
1049,488,1666.464879
625,320,1667.67391
1680,1176,1671.799231
619,398,1673.239604
1058,673,1675.477049
1338,630,1677.642214
1041,632,1679.837161
628,344,1681.067117
1045,524,1683.353298
1420,750,1685.989485
252,106,1686.287671
642,284,1687.321684
249,108,1687.603413
252,106,1688.138392
633,336,1689.214051
1046,558,1691.106068
610,250,1691.954843
1042,674,1694.364588
238,132,1694.84581
252,106,1695.147032
250,106,1695.662138
818,502,1697.436117
251,112,1697.871492
253,116,1698.166046
1315,961,1701.551173
638,322,1702.764996
240,124,1703.098149
1046,938,1706.337243
1042,667,1708.535038
654,270,1709.828487
619,282,1710.692764
252,106,1711.101982
1312,983,1714.699936
1054,522,1716.423027
787,516,1718.473675
1430,726,1720.960362
1316,1110,1725.117208
1433,620,1727.225292
1048,490,1729.126183
1341,790,1732.016706
1042,623,1734.081905
604,256,1735.016633
605,282,1735.903915
609,268,1736.892961
249,108,1737.180192
1043,595,1739.344832
817,536,1741.154589
1321,623,1743.24011
1339,735,1746.624704
628,264,1748.853582
654,270,1749.691462
1047,549,1751.570794
234,130,1752.069458
1418,1002,1755.497666
640,556,1757.576932
1042,624,1759.602687
1309,857,1762.865475
1351,605,1764.836535
1425,646,1767.06467
247,122,1767.533417
252,106,1767.819
1837,1404,1772.744786
2642,1382,1777.62396
615,352,1778.907953
612,260,1779.716295
630,318,1780.844098
817,526,1782.920592
798,908,1785.856546
639,572,1787.929715
252,106,1788.34614
1433,618,1790.436309
609,250,1791.23617
755,520,1793.010356
625,334,1794.006126
252,106,1794.411171
233,128,1794.744287
617,248,1795.838038
1427,790,1798.744541
650,348,1800.013831
244,116,1800.43995
617,252,1801.237463
1344,815,1804.169542
1038,624,1806.217268
1318,835,1809.233493
612,254,1810.085914
654,270,1810.948891
1038,734,1813.66297
1040,620,1815.705667
239,118,1816.178912
1420,960,1819.444188
1437,642,1821.921288
1042,631,1824.049966
250,114,1824.368675
1352,627,1826.672806
1048,501,1828.307546
252,106,1828.739361
250,110,1829.035569
630,320,1830.265295
755,438,1831.771193
1048,622,1833.824564
1325,1020,1837.498158
1048,652,1839.831019
1345,659,1842.262959
252,106,1842.541214
1035,739,1845.07507
247,110,1845.509083
1423,732,1847.96348
1332,842,1850.856617
813,602,1853.113396
619,312,1854.189525
811,646,1856.384229
753,694,1858.905752
1045,546,1860.90978
1342,664,1863.307025
609,256,1864.14755
1921,918,1867.474117
632,330,1868.461681
1046,522,1870.245155
1053,458,1871.96293
1340,652,1874.130581
604,274,1875.131347
1051,597,1877.234868
1860,844,1880.168955
249,108,1880.791878
611,258,1881.634728
627,258,1882.451703
623,280,1883.489625
1047,513,1885.193878
1317,861,1888.258405
1034,756,1890.625733
637,274,1891.867288
615,342,1892.911497
1044,560,1895.043628
605,396,1896.357892
616,276,1897.602748
241,122,1897.934893
248,116,1898.362841
1052,577,1900.427033
1319,663,1902.694234
652,304,1903.859651
619,324,1905.06727
237,136,1905.553163
252,106,1905.829424
1343,663,1908.312175
639,288,1909.185036
245,108,1910.082152
1037,707,1912.673693
618,318,1913.774214
1039,663,1916.020876
251,112,1916.641915
1147,630,1918.73233
1041,675,1921.062064
603,290,1922.121188
629,322,1923.199965
1681,820,1926.182402
1326,703,1928.725643
611,284,1929.613448
1428,644,1932.057215
612,234,1933.04069
607,384,1934.323071
1432,820,1937.250091
620,338,1938.277504
722,466,1940.040211
1047,528,1941.693308
650,340,1942.843471
243,122,1943.320319
1049,488,1945.253121
235,128,1945.712038
654,270,1946.570843
1426,674,1949.027868
652,310,1949.990534
630,332,1951.22598
245,108,1951.521699
622,412,1953.061195
743,696,1955.397307
1333,613,1957.657787
762,626,1959.865591
1568,752,1962.521267
1330,588,1964.520811
2334,1635,1970.392719
610,228,1971.145715
639,282,1972.422379
652,300,1973.346161
625,290,1974.280702
235,128,1974.760454
1044,580,1976.809481
248,112,1977.235361
607,360,1978.340607
1045,579,1980.48329
607,404,1981.805222
1063,637,1984.023473
625,258,1985.08291
1041,646,1987.258314
1434,596,1989.375479
622,338,1990.520901
610,248,1991.346256
248,112,1991.795193
1330,618,1994.048247
606,244,1994.826235
247,108,1995.112469
815,564,1997.105238
1308,902,2000.292788
1318,857,2003.30018
625,312,2004.425342
1920,850,2007.482515
252,106,2007.773735
632,320,2008.881597
622,334,2010.179356
1345,620,2012.211818
252,106,2012.489968
818,516,2014.356125
252,106,2014.673519
1063,638,2017.207906
1433,750,2019.833199
236,134,2020.283687
1044,554,2022.276204
1342,643,2024.320599
613,234,2025.16192
621,278,2026.232924
1342,685,2028.762719
622,372,2030.006159
244,118,2030.385663
1039,649,2032.359048
1706,736,2034.565082
747,506,2036.246543
1574,884,2039.782172
633,376,2041.067512
1044,611,2043.315569
3033,1769,2049.604292
245,110,2050.020926
741,476,2051.648948
238,128,2052.161273
1039,647,2054.723624
641,528,2056.633769
616,358,2058.365323
253,116,2058.71439
1043,565,2060.818493
621,260,2061.555388
613,240,2062.250556
1126,1026,2065.833982
765,540,2067.338836
604,244,2068.044846
1317,713,2070.552768
756,492,2072.24371
1051,474,2073.762323
247,116,2074.026643
609,252,2074.846064
252,106,2075.094371
621,278,2076.028855
623,256,2077.298589
1350,675,2079.370097
1427,608,2081.192609
1042,574,2083.142667
631,298,2084.112378
611,236,2084.780684
638,318,2086.072284
628,318,2086.918184
1573,878,2089.905314
252,106,2090.154606
237,122,2090.548581
638,308,2091.3652
601,266,2092.235033
1323,676,2094.410577
1036,639,2096.605474
252,106,2097.145062
1353,659,2099.186964
630,390,2100.346948
1688,924,2103.453077
615,278,2104.409741
238,126,2104.952128
1350,519,2106.367785
240,134,2106.785668
1855,918,2109.900779
235,130,2110.20587
1341,700,2112.447004
1340,759,2114.681494
249,118,2115.086892
1429,678,2117.409291
1042,648,2119.566911
1339,915,2122.410495
654,270,2123.555443
1318,824,2125.915869
609,374,2127.041884
2352,1184,2131.511918
1048,505,2132.894783
252,106,2133.256176
1045,555,2134.978127
613,354,2136.220989
1337,791,2138.676156
1416,776,2140.978974
619,264,2142.044308
1435,586,2144.242255
1327,968,2147.057053
736,420,2148.461063
235,124,2148.856008
1340,735,2151.039181
248,108,2151.293844
1045,563,2153.231474
1040,678,2155.38866
1039,697,2157.599424
1338,747,2159.968596
616,312,2160.89291
814,582,2162.920896
624,340,2163.928546
1321,789,2166.523442
620,352,2167.50715
637,356,2168.770046
3034,1744,2174.406201
2362,1095,2177.81864
1330,671,2179.948442
1350,675,2182.149993
619,356,2183.183074
2341,1549,2188.41275
251,114,2188.683922
1697,912,2191.724104
252,106,2191.965109
1338,687,2194.244503
626,346,2195.422001
617,290,2196.19557
253,116,2196.567728
249,108,2196.820911
1346,598,2198.629278
1044,583,2200.678502
1332,566,2202.310275
1344,633,2204.421724
639,560,2206.295322
252,106,2206.562609
606,226,2207.446006
1069,477,2208.759356
616,266,2209.506301
235,124,2209.932448
815,578,2212.068988
237,142,2212.511686
252,106,2212.760049
235,122,2213.156572
603,286,2213.943057
616,430,2215.406328
1439,522,2217.108317
614,246,2217.826463
249,118,2218.314163
1048,449,2219.799298
249,108,2220.297493
1156,640,2222.114964
252,106,2222.369311
623,254,2223.345519
252,106,2223.59585
633,318,2224.626608
629,354,2226.045331
622,352,2226.971571
1339,733,2229.166665
248,114,2229.563595
250,106,2229.812929
603,266,2230.71452
1338,775,2233.174968
766,608,2235.242142
247,114,2235.615774
248,116,2235.877075
618,358,2236.934374
1053,584,2238.951084
1044,555,2240.582721
235,126,2241.001951
247,114,2241.26597
739,484,2242.989967
2337,1550,2247.757951
1322,774,2250.437647
247,108,2250.80762
1342,678,2252.783298
1342,642,2255.024643
1705,742,2257.459266
1327,681,2259.508167
252,106,2259.767467
1341,603,2261.85747
252,106,2262.222018
631,272,2263.021589
1162,514,2264.727724
1050,446,2266.143747
818,516,2267.576636
1037,689,2270.015234
253,116,2270.28648
634,270,2271.163137
249,118,2271.446547
611,236,2272.246407
652,300,2273.222798
613,232,2273.989823
626,262,2274.819496
760,602,2276.783051
248,108,2277.031381
617,346,2278.057317
651,328,2279.416375
630,346,2280.317992
613,232,2280.968405
252,106,2281.328474
233,128,2281.831759
632,270,2282.600346
245,116,2283.133498
252,106,2283.402762
627,374,2284.61486
654,272,2285.344445
252,106,2285.698069
1042,613,2287.581436
250,118,2288.03291
816,540,2289.671842
1326,723,2292.142305
633,324,2292.998709
252,106,2293.353817
615,322,2294.403915
628,324,2295.313691
628,324,2296.604175
1045,525,2298.1522
252,106,2298.40353
250,110,2298.785398
248,114,2299.056636
238,126,2299.634631
635,332,2300.852192
252,106,2301.102552
1333,739,2303.461215
1026,917,2306.085071
252,106,2306.574765
1049,621,2308.572503
240,124,2308.996318
1038,732,2311.376377
1042,624,2313.162328
621,272,2314.356348
1423,670,2316.271726
621,256,2316.986814
613,232,2317.916132
744,450,2319.324878
619,314,2320.214792
631,294,2321.129917
249,108,2321.396316
235,124,2321.961058
613,282,2322.852288
619,334,2323.835361
1433,674,2326.273212
