#{"t_start": 1644553171.7255762, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
1048,490,1204.108968
610,316,1205.530302
1034,761,1208.034405
610,228,1209.041176
619,320,1210.230098
716,548,1212.381021
626,306,1213.381364
1139,750,1216.584802
1049,471,1218.464456
620,256,1219.243974
1045,514,1220.748442
252,114,1221.193403
1047,505,1223.3521
1034,759,1226.511586
604,246,1227.54614
1317,1177,1232.508518
1571,822,1235.230234
637,344,1236.16697
610,244,1237.010316
820,472,1238.726066
809,690,1240.938288
1320,1009,1244.140026
633,344,1245.45678
1052,428,1247.078722
623,334,1248.451296
1327,1063,1252.562467
1047,518,1254.877313
635,340,1256.248827
1321,610,1258.291464
243,112,1258.56424
626,316,1259.771642
1433,702,1262.604917
635,304,1263.854741
231,132,1264.343437
1423,718,1267.033417
238,130,1267.53959
610,358,1268.890552
1049,465,1270.528778
238,124,1270.980122
1691,808,1273.837672
1038,684,1276.147839
811,636,1278.317114
248,108,1278.731006
814,598,1280.845007
610,296,1281.777974
816,540,1283.764438
1045,711,1286.51632
252,106,1286.932121
231,138,1287.584689
762,520,1289.283308
731,440,1291.054313
1026,929,1294.109839
736,906,1297.463245
252,106,1297.751696
653,294,1298.892832
1351,671,1301.080416
611,358,1302.358556
610,288,1303.413078
1042,623,1305.819623
1042,732,1308.504117
1701,838,1311.657357
1049,492,1313.74742
623,290,1314.637607
611,296,1315.874141
652,312,1316.861441
614,286,1317.912157
757,424,1319.476567
252,106,1319.758812
1044,572,1321.728307
1436,548,1323.676553
603,360,1324.964427
1426,768,1327.737805
611,258,1328.541793
605,290,1329.464263
617,354,1330.725924
803,802,1333.625392
234,128,1334.091891
1046,907,1337.131769
1345,645,1339.919853
625,296,1340.858358
1426,792,1343.925942
248,116,1344.525365
641,528,1346.165887
630,332,1347.412584
809,684,1349.892291
1051,440,1351.648077
243,114,1351.969945
627,302,1353.171305
625,304,1354.257138
620,284,1355.37471
1346,576,1357.213931
1337,715,1359.840216
639,286,1360.789955
1049,466,1362.726903
1032,835,1365.659134
607,284,1366.570369
247,122,1367.02615
248,118,1367.513006
633,328,1368.52564
624,348,1369.8913
633,302,1370.939681
640,558,1372.719831
1354,535,1374.508786
815,572,1376.633561
252,106,1376.918969
1051,618,1379.370559
630,358,1380.456995
1442,598,1382.590669
1916,1064,1386.441993
608,264,1387.283679
249,112,1387.702433
612,268,1388.530426
736,312,1389.466154
1427,614,1391.762437
629,286,1392.808981
1842,1084,1396.476265
613,234,1397.526208
1340,791,1400.108217
612,232,1400.985181
637,326,1402.038374
1317,857,1405.211498
629,294,1406.149491
609,262,1407.162542
1045,563,1409.193713
1053,536,1411.206676
605,380,1412.50104
1346,691,1414.857124
1433,692,1417.227935
1585,694,1419.81049
1043,590,1421.82282
247,110,1422.250185
252,106,1422.537417
621,292,1423.690086
651,320,1424.662328
1045,532,1426.558119
242,124,1427.011415
611,298,1427.980045
620,358,1429.186344
611,312,1430.123381
633,326,1431.365796
1310,1051,1434.981519
637,288,1435.994474
625,342,1437.390953
1022,1051,1441.014664
1435,702,1443.279126
1046,526,1445.088942
1851,930,1449.040528
620,294,1450.337454
250,108,1450.751915
252,106,1451.035129
818,502,1452.820215
1024,986,1456.533623
2635,1450,1461.868444
252,106,1462.167646
244,124,1462.635904
625,334,1463.977757
252,106,1464.271484
1031,802,1466.995301
238,128,1467.62194
1057,452,1469.216296
637,274,1470.228258
622,266,1471.105422
243,126,1471.611412
628,344,1472.904617
249,108,1473.341627
612,278,1474.263949
1340,717,1477.256517
1036,729,1479.566934
1337,735,1482.152092
231,128,1482.712563
604,246,1483.487915
651,328,1484.595016
816,556,1486.488248
636,316,1487.591204
250,116,1488.031028
812,624,1490.426311
245,108,1490.703217
609,388,1492.006786
1347,598,1494.28127
761,560,1496.139713
1039,661,1498.475341
249,108,1498.897728
1339,547,1500.998108
606,248,1501.817496
2368,1027,1505.562449
252,106,1505.996477
249,108,1506.288944
615,360,1507.688504
1428,714,1510.006268
617,320,1511.231453
627,342,1512.549045
251,112,1512.8662
252,106,1513.293576
1043,609,1515.372
1334,578,1517.41131
611,398,1518.845781
612,328,1519.958253
1573,674,1522.269618
631,298,1523.201792
252,106,1523.636465
612,272,1524.566763
236,126,1525.290224
248,112,1525.5878
810,660,1527.890552
252,106,1528.170802
252,106,1528.737289
808,706,1531.04709
612,314,1532.255903
1681,1072,1536.084693
652,314,1537.249873
608,284,1538.194079
619,320,1539.571526
1044,577,1541.751764
250,106,1542.058943
630,306,1543.198394
614,356,1544.617668
1047,648,1547.080057
815,576,1549.283873
1042,623,1551.323313
1324,711,1553.756419
249,108,1554.244996
230,140,1554.734836
615,242,1555.494924
235,124,1556.099311
603,390,1557.272828
1436,722,1559.748271
249,108,1560.237826
723,518,1562.20273
1045,560,1564.301791
1438,600,1566.300813
1057,468,1567.940137
638,588,1569.925154
1048,656,1572.361362
1342,681,1574.550924
234,142,1575.166783
740,456,1576.9354
1340,756,1579.476889
610,238,1580.418489
1033,752,1583.410159
630,286,1584.29202
774,610,1586.32474
1043,613,1588.371318
1431,706,1590.967528
1037,692,1593.253971
1039,655,1595.84115
1036,616,1597.945795
1046,697,1600.270495
1578,736,1602.765995
612,266,1603.659343
236,124,1604.134699
1340,693,1606.563627
1036,760,1609.216218
616,246,1610.035264
710,492,1611.997787
231,128,1612.486547
628,268,1613.4799
585,416,1614.873612
638,314,1615.831675
1861,914,1619.394976
762,608,1621.844697
1047,519,1623.626392
252,106,1623.906896
1337,749,1626.613071
1043,596,1628.564583
1048,517,1630.496448
732,408,1631.927986
630,288,1632.813284
252,106,1633.225183
1048,506,1634.970148
248,112,1635.384041
244,116,1635.686233
626,280,1636.727451
611,348,1637.801953
599,342,1639.168856
1173,568,1641.466066
620,320,1642.729825
1050,477,1644.293153
621,272,1645.302978
2343,1426,1650.348338
252,106,1650.772205
252,106,1651.199575
715,418,1652.74343
252,106,1653.036134
610,350,1654.340641
252,106,1654.653075
252,106,1655.090082
811,640,1657.361098
1067,583,1659.342375
1062,691,1661.961802
1066,543,1663.667972
606,226,1664.493333
607,364,1665.710557
616,324,1666.88337
608,250,1667.760679
628,332,1669.005459
1327,690,1671.292585
1427,894,1674.567208
1035,769,1677.231291
1326,665,1679.346312
249,108,1679.802254
616,282,1680.805277
632,336,1682.415847
1071,469,1684.027119
1704,654,1686.304626
779,628,1688.491014
1690,794,1691.208794
1022,1017,1694.695703
637,280,1695.817723
1058,456,1697.466037
1328,839,1700.244673
1037,748,1702.985432
1686,930,1706.204598
760,568,1708.145082
1436,698,1710.679799
605,356,1711.919936
2348,1393,1716.99876
638,590,1719.155004
1036,739,1721.799564
251,114,1722.101786
252,106,1722.521506
634,312,1723.533196
638,584,1725.874856
1051,568,1727.835197
1040,603,1730.021773
249,108,1730.46316
1032,818,1733.407708
625,300,1734.352693
631,330,1735.601724
246,108,1735.899926
1042,632,1737.978107
652,318,1739.286987
1329,617,1741.321856
235,124,1741.804726
1322,843,1745.114383
607,390,1747.969046
251,114,1748.620303
245,108,1748.914418
732,372,1750.14726
637,314,1751.262458
1564,990,1754.55864
610,306,1755.631308
815,560,1757.721109
614,494,1759.272767
249,110,1759.699432
1426,690,1762.236882
616,268,1763.353313
246,108,1763.64168
625,308,1764.693917
1302,987,1768.164083
1313,1039,1771.79412
252,106,1772.076374
1045,557,1773.972519
1921,992,1777.53816
1037,705,1780.010193
234,126,1780.361775
811,642,1782.886683
1324,1046,1786.352001
631,300,1787.419081
1308,879,1790.454262
635,330,1791.479124
1020,1061,1795.124241
613,238,1795.965983
1036,751,1798.772466
249,108,1799.079329
593,362,1800.487329
252,106,1800.89524
1907,1068,1804.622329
1334,750,1807.198727
1332,567,1809.198588
1047,669,1811.449037
1154,612,1813.682917
604,280,1814.553046
251,112,1814.977937
1043,464,1816.520506
605,384,1817.981457
1691,766,1820.5637
1045,720,1823.229648
633,350,1824.356707
1310,821,1827.182977
1034,739,1829.71127
649,366,1831.146607
250,118,1831.597656
1049,516,1833.216013
1336,820,1836.218574
812,624,1838.361852
611,246,1839.421553
238,126,1839.762203
1578,806,1842.576121
612,290,1843.578915
252,106,1843.856174
1414,838,1846.9442
1709,732,1849.258956
235,124,1849.711259
653,292,1850.789795
1857,808,1853.716789
236,122,1854.1616
249,108,1854.445868
653,292,1855.559939
1038,664,1857.766176
235,124,1858.235922
629,328,1859.4977
1049,514,1861.393786
780,556,1863.370853
615,352,1864.587722
1032,822,1867.531963
1342,714,1869.797789
623,262,1870.778045
631,330,1872.012796
619,316,1873.171006
625,310,1874.114644
251,114,1874.558371
632,276,1875.420601
1843,1214,1879.605454
611,240,1880.831749
248,108,1881.119272
629,392,1882.44076
614,316,1883.5734
1328,631,1885.700523
1068,591,1887.817985
248,108,1888.094842
752,492,1889.756883
1045,743,1892.490314
1053,528,1894.415548
1055,490,1896.094568
237,130,1896.46358
620,278,1897.714449
236,136,1898.083524
233,128,1898.53185
1055,485,1900.356656
246,110,1900.651431
237,134,1901.234872
1046,573,1903.185714
1045,742,1905.846379
624,310,1906.938881
248,108,1907.241674
1065,655,1910.144984
1577,862,1913.281531
1037,686,1915.498647
614,362,1917.004946
609,228,1917.75095
249,108,1918.179264
252,106,1918.584187
1156,576,1920.404163
1332,804,1923.292719
627,306,1924.360361
1042,632,1926.731077
1044,569,1928.796512
252,106,1929.203351
630,334,1930.278861
1346,715,1933.091554
235,134,1933.449568
246,110,1933.878926
633,328,1935.025907
739,478,1936.690587
1047,510,1938.537022
1339,731,1940.961755
1043,569,1942.868406
719,400,1944.369692
633,314,1945.67164
1328,958,1949.017896
233,128,1949.359211
1047,519,1951.230966
625,306,1952.293923
625,318,1953.461882
1696,912,1956.4879
252,106,1957.040439
1411,740,1959.682061
1036,773,1962.388586
1691,848,1965.525244
237,124,1965.844546
1323,731,1968.362496
230,140,1969.052174
3050,1420,1973.977653
1425,716,1976.413189
1342,709,1978.833838
749,458,1980.532159
239,118,1980.965999
625,360,1982.191472
1339,769,1984.992571
1683,936,1988.092635
1343,754,1990.714384
1036,738,1993.464281
1571,686,1995.696501
1038,725,1998.322984
1335,611,2000.406486
251,114,2000.712154
252,106,2001.143362
1329,580,2003.260286
1322,753,2005.888389
625,432,2007.519417
252,114,2007.819613
616,286,2008.844188
1583,688,2011.195823
625,366,2012.434118
1066,535,2014.348146
1327,695,2016.830228
1328,663,2019.326283
1044,597,2021.589646
611,228,2022.267227
634,328,2023.166032
638,334,2024.356504
1043,592,2026.484468
1566,940,2029.934319
1057,698,2031.974078
1327,775,2034.394637
251,118,2034.953648
813,610,2037.081779
767,528,2038.798774
250,116,2039.542783
252,106,2040.028984
602,328,2041.01964
608,352,2042.480531
1421,730,2044.995639
602,266,2045.777058
1861,894,2048.760549
1305,1127,2053.385001
624,254,2054.227949
624,354,2055.359921
608,302,2056.615818
617,342,2058.158875
618,344,2059.60722
251,112,2060.125834
1336,613,2061.947854
1576,744,2064.333922
1036,724,2066.661056
249,108,2067.044624
246,116,2067.326869
1320,806,2070.002124
632,326,2071.070792
1043,633,2073.278181
1920,886,2075.958046
1046,525,2078.135606
235,124,2078.540577
232,130,2078.839805
1424,776,2081.171666
252,106,2081.662363
816,542,2083.472247
1050,446,2084.729821
246,108,2084.988126
1424,682,2087.334192
1328,631,2089.469421
654,270,2090.262347
240,124,2090.658288
620,318,2091.619321
603,316,2092.487359
1330,635,2094.563137
635,278,2095.474242
252,106,2095.724537
616,366,2097.328571
737,392,2098.632529
238,126,2099.034402
631,264,2099.760624
1688,962,2102.985528
1429,894,2105.836236
1577,716,2107.975621
638,342,2109.229248
1843,930,2111.984241
606,356,2113.345141
1340,726,2115.72319
608,262,2116.626848
239,118,2117.017052
2354,1286,2121.048275
1063,651,2123.173133
619,274,2124.135563
1046,696,2126.097972
252,106,2126.477992
639,560,2128.15998
654,272,2129.215959
778,542,2131.516904
651,332,2132.392128
252,106,2132.75017
610,234,2133.402784
1334,515,2135.353087
250,118,2135.624389
252,106,2135.979441
608,244,2136.649359
1049,480,2138.167886
1423,760,2140.389965
607,274,2141.180407
1048,506,2143.401386
622,272,2144.280184
1336,755,2146.470622
252,106,2146.844621
1076,431,2148.287556
1315,872,2150.758936
1333,635,2152.890235
1039,621,2154.744695
1041,585,2156.730099
634,344,2157.791881
613,260,2158.66812
1700,676,2160.779219
654,270,2161.560258
1692,906,2164.513897
238,126,2164.824073
607,230,2165.897348
252,106,2166.147678
614,390,2167.330649
772,582,2169.38549
252,106,2169.627841
619,282,2170.511875
636,332,2171.525136
1435,624,2173.713936
626,280,2174.487983
736,558,2176.45096
618,268,2177.180073
234,128,2177.58723
1040,600,2179.33209
1348,556,2181.365074
620,312,2182.186923
1339,707,2184.593863
252,106,2184.836888
1573,866,2187.826513
1329,927,2190.441811
818,502,2192.27714
1348,631,2194.322327
1157,618,2196.2215
1344,609,2198.015437
253,116,2198.428367
252,106,2198.684131
628,268,2199.892811
235,124,2200.182065
613,232,2200.82112
623,296,2201.713432
1341,475,2203.208779
1694,902,2206.228501
1349,540,2207.848929
1340,775,2210.126862
1579,734,2212.732124
1344,643,2214.611388
1042,602,2216.688508
251,114,2217.069393
1581,716,2219.24489
617,364,2220.609413
1337,814,2223.109823
603,248,2223.915993
818,504,2225.584347
608,278,2226.493949
732,412,2227.779193
250,106,2228.036504
1046,563,2229.739126
1146,566,2231.769727
1567,1038,2235.058633
252,106,2235.311955
806,746,2237.720674
610,320,2238.777374
249,108,2239.021895
608,302,2239.942433
1425,922,2242.818454
1352,601,2244.598177
